Nombre de la Empresa,Tipo de Cliente,Ubicacion,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 799,Gobierno,Ubicacion 83,Empleado 32,8596.79
Cliente 800,Corporativo,Ubicacion 44,Empleado 84,17355.12
Cliente 801,Corporativo,Ubicacion 93,Empleado 23,5940.64
Cliente 802,Corporativo,Ubicacion 86,Empleado 81,23600.62
Cliente 803,Mediana Empresa,Ubicacion 17,Empleado 64,22594.77
Cliente 804,Corporativo,Ubicacion 1,Empleado 98,1244.56
Cliente 805,Mediana Empresa,Ubicacion 25,Empleado 28,29284.31
Cliente 806,Gobierno,Ubicacion 53,Empleado 41,31438.73
Cliente 807,Mediana Empresa,Ubicacion 3,Empleado 81,30585.69
Cliente 808,Corporativo,Ubicacion 48,Empleado 24,43052.89
Cliente 809,Corporativo,Ubicacion 6,Empleado 9,22547.04
Cliente 810,Corporativo,Ubicacion 20,Empleado 22,7055.20
Cliente 811,Corporativo,Ubicacion 100,Empleado 69,33173.66
Cliente 812,Corporativo,Ubicacion 32,Empleado 25,37801.59
Cliente 813,Mediana Empresa,Ubicacion 95,Empleado 37,3359.68
Cliente 814,Corporativo,Ubicacion 25,Empleado 7,41834.47
Cliente 815,Corporativo,Ubicacion 32,Empleado 89,42154.07
Cliente 816,Corporativo,Ubicacion 34,Empleado 96,38751.24
Cliente 817,Mediana Empresa,Ubicacion 20,Empleado 74,16094.07
Cliente 818,Corporativo,Ubicacion 60,Empleado 81,1512.34
Cliente 819,Gobierno,Ubicacion 69,Empleado 3,6582.85
Cliente 820,Corporativo,Ubicacion 92,Empleado 4,16891.79
Cliente 821,Gobierno,Ubicacion 34,Empleado 59,44127.24
Cliente 822,Corporativo,Ubicacion 98,Empleado 1,15160.64
Cliente 823,Corporativo,Ubicacion 68,Empleado 23,19503.55
Cliente 824,Corporativo,Ubicacion 98,Empleado 98,37016.15
Cliente 825,Corporativo,Ubicacion 91,Empleado 28,45452.43
Cliente 826,Mediana Empresa,Ubicacion 98,Empleado 58,33657.68
Cliente 827,Mediana Empresa,Ubicacion 22,Empleado 23,37911.00
Cliente 828,Gobierno,Ubicacion 71,Empleado 87,14150.05
Cliente 829,Corporativo,Ubicacion 2,Empleado 81,27198.95
Cliente 830,Gobierno,Ubicacion 30,Empleado 51,20264.75
Cliente 831,Corporativo,Ubicacion 7,Empleado 7,22254.30
Cliente 832,Gobierno,Ubicacion 10,Empleado 39,33146.40
Cliente 833,Gobierno,Ubicacion 97,Empleado 2,20712.01
Cliente 834,Gobierno,Ubicacion 3,Empleado 57,2357.81
Cliente 835,Corporativo,Ubicacion 37,Empleado 9,43917.19
Cliente 836,Corporativo,Ubicacion 87,Empleado 51,1496.47
Cliente 837,Mediana Empresa,Ubicacion 79,Empleado 38,27967.75
Cliente 838,Mediana Empresa,Ubicacion 28,Empleado 52,13507.33
Cliente 839,Gobierno,Ubicacion 64,Empleado 20,31716.11
Cliente 840,Gobierno,Ubicacion 75,Empleado 65,47817.28
Cliente 841,Gobierno,Ubicacion 28,Empleado 40,26269.44
Cliente 842,Corporativo,Ubicacion 54,Empleado 3,45292.74
Cliente 843,Mediana Empresa,Ubicacion 92,Empleado 21,28892.37
Cliente 844,Corporativo,Ubicacion 87,Empleado 37,32881.87
Cliente 845,Gobierno,Ubicacion 30,Empleado 66,5405.61
Cliente 846,Gobierno,Ubicacion 35,Empleado 20,44484.88
Cliente 847,Mediana Empresa,Ubicacion 7,Empleado 94,17473.28
Cliente 848,Corporativo,Ubicacion 3,Empleado 14,35139.87
Cliente 849,Corporativo,Ubicacion 28,Empleado 93,30227.72
Cliente 850,Gobierno,Ubicacion 95,Empleado 87,32709.80
Cliente 851,Corporativo,Ubicacion 79,Empleado 13,7839.07
Cliente 852,Corporativo,Ubicacion 8,Empleado 38,3662.27
Cliente 853,Corporativo,Ubicacion 13,Empleado 42,11722.44
Cliente 854,Corporativo,Ubicacion 2,Empleado 18,26372.79
Cliente 855,Corporativo,Ubicacion 35,Empleado 44,5287.66
Cliente 856,Gobierno,Ubicacion 41,Empleado 32,46514.41
Cliente 857,Gobierno,Ubicacion 86,Empleado 46,4448.20
Cliente 858,Gobierno,Ubicacion 71,Empleado 45,19330.87
Cliente 859,Mediana Empresa,Ubicacion 48,Empleado 92,37595.84
Cliente 860,Gobierno,Ubicacion 12,Empleado 31,24747.48
Cliente 861,Corporativo,Ubicacion 52,Empleado 63,35773.63
Cliente 862,Corporativo,Ubicacion 15,Empleado 47,32365.05
Cliente 863,Mediana Empresa,Ubicacion 48,Empleado 76,27916.60
Cliente 864,Corporativo,Ubicacion 61,Empleado 29,18106.21
Cliente 865,Gobierno,Ubicacion 6,Empleado 33,37016.80
Cliente 866,Gobierno,Ubicacion 52,Empleado 18,10547.83
Cliente 867,Gobierno,Ubicacion 93,Empleado 66,17069.10
Cliente 868,Mediana Empresa,Ubicacion 29,Empleado 63,12599.81
Cliente 869,Mediana Empresa,Ubicacion 36,Empleado 52,39600.46
Cliente 870,Gobierno,Ubicacion 71,Empleado 19,15084.52
Cliente 871,Mediana Empresa,Ubicacion 21,Empleado 60,23150.14
Cliente 872,Mediana Empresa,Ubicacion 81,Empleado 50,30714.51
Cliente 873,Gobierno,Ubicacion 51,Empleado 72,20029.77
Cliente 874,Corporativo,Ubicacion 85,Empleado 83,34405.75
Cliente 875,Corporativo,Ubicacion 60,Empleado 31,41601.97
Cliente 876,Mediana Empresa,Ubicacion 83,Empleado 73,46114.49
Cliente 877,Corporativo,Ubicacion 61,Empleado 47,32459.87
Cliente 878,Corporativo,Ubicacion 5,Empleado 11,9076.05
Cliente 879,Corporativo,Ubicacion 6,Empleado 85,41869.15
Cliente 880,Mediana Empresa,Ubicacion 32,Empleado 48,27214.26
Cliente 881,Corporativo,Ubicacion 94,Empleado 19,17773.01
Cliente 882,Corporativo,Ubicacion 1,Empleado 40,9369.06
Cliente 883,Corporativo,Ubicacion 49,Empleado 35,25198.60
Cliente 884,Corporativo,Ubicacion 14,Empleado 17,17332.92
Cliente 885,Corporativo,Ubicacion 59,Empleado 5,17810.64
Cliente 886,Gobierno,Ubicacion 49,Empleado 15,2009.05
Cliente 887,Mediana Empresa,Ubicacion 17,Empleado 88,42972.31
Cliente 888,Mediana Empresa,Ubicacion 51,Empleado 69,13465.66
Cliente 889,Mediana Empresa,Ubicacion 72,Empleado 87,48846.81
Cliente 890,Corporativo,Ubicacion 99,Empleado 38,5342.07
Cliente 891,Corporativo,Ubicacion 76,Empleado 33,47829.85
Cliente 892,Mediana Empresa,Ubicacion 44,Empleado 50,42300.74
Cliente 893,Gobierno,Ubicacion 16,Empleado 62,29449.32
Cliente 894,Corporativo,Ubicacion 41,Empleado 85,21110.16
Cliente 895,Mediana Empresa,Ubicacion 66,Empleado 1,24824.50
Cliente 896,Corporativo,Ubicacion 4,Empleado 22,18185.27
Cliente 897,Corporativo,Ubicacion 77,Empleado 53,12892.02
Cliente 898,Gobierno,Ubicacion 39,Empleado 68,43346.04
Cliente 899,Mediana Empresa,Ubicacion 44,Empleado 57,48344.61
Cliente 900,Gobierno,Ubicacion 11,Empleado 25,15139.39
Cliente 901,Mediana Empresa,Ubicacion 13,Empleado 4,2486.96
Cliente 902,Gobierno,Ubicacion 94,Empleado 48,37938.61
Cliente 903,Mediana Empresa,Ubicacion 35,Empleado 50,24886.33
Cliente 904,Gobierno,Ubicacion 98,Empleado 83,25294.16
Cliente 905,Mediana Empresa,Ubicacion 10,Empleado 33,1957.40
Cliente 906,Corporativo,Ubicacion 87,Empleado 76,7913.22
Cliente 907,Corporativo,Ubicacion 75,Empleado 52,41442.33
Cliente 908,Corporativo,Ubicacion 74,Empleado 39,44053.86
Cliente 909,Corporativo,Ubicacion 44,Empleado 27,26836.25
Cliente 910,Mediana Empresa,Ubicacion 43,Empleado 88,27838.77
Cliente 911,Mediana Empresa,Ubicacion 2,Empleado 30,16420.56
Cliente 912,Gobierno,Ubicacion 18,Empleado 78,25494.25
Cliente 913,Corporativo,Ubicacion 2,Empleado 84,40431.85
Cliente 914,Corporativo,Ubicacion 45,Empleado 100,36111.35
Cliente 915,Gobierno,Ubicacion 17,Empleado 68,15099.94
Cliente 916,Corporativo,Ubicacion 99,Empleado 92,18289.32
Cliente 917,Corporativo,Ubicacion 21,Empleado 98,7750.53
Cliente 918,Gobierno,Ubicacion 25,Empleado 79,2877.79
Cliente 919,Corporativo,Ubicacion 55,Empleado 98,1533.47
Cliente 920,Corporativo,Ubicacion 50,Empleado 72,29305.18
Cliente 921,Mediana Empresa,Ubicacion 56,Empleado 15,10167.49
Cliente 922,Corporativo,Ubicacion 17,Empleado 7,18847.93
Cliente 923,Corporativo,Ubicacion 25,Empleado 79,37837.60
Cliente 924,Gobierno,Ubicacion 11,Empleado 24,18004.39
Cliente 925,Corporativo,Ubicacion 73,Empleado 56,38855.28
Cliente 926,Corporativo,Ubicacion 50,Empleado 5,33819.53
Cliente 927,Corporativo,Ubicacion 83,Empleado 86,36120.47
Cliente 928,Gobierno,Ubicacion 91,Empleado 47,14162.30
Cliente 929,Corporativo,Ubicacion 95,Empleado 43,4504.81
Cliente 930,Corporativo,Ubicacion 20,Empleado 95,21806.08
Cliente 931,Mediana Empresa,Ubicacion 66,Empleado 58,4729.46
Cliente 932,Gobierno,Ubicacion 86,Empleado 43,29476.87
Cliente 933,Mediana Empresa,Ubicacion 13,Empleado 15,733.71
Cliente 934,Mediana Empresa,Ubicacion 38,Empleado 37,17029.30
Cliente 935,Gobierno,Ubicacion 99,Empleado 62,38248.59
Cliente 936,Mediana Empresa,Ubicacion 38,Empleado 39,8461.28
Cliente 937,Gobierno,Ubicacion 17,Empleado 59,32143.16
Cliente 938,Corporativo,Ubicacion 9,Empleado 32,48425.71
Cliente 939,Mediana Empresa,Ubicacion 22,Empleado 54,32309.54
Cliente 940,Gobierno,Ubicacion 2,Empleado 58,34948.51
Cliente 941,Mediana Empresa,Ubicacion 21,Empleado 59,49796.26
Cliente 942,Mediana Empresa,Ubicacion 93,Empleado 18,12372.17
Cliente 943,Corporativo,Ubicacion 35,Empleado 53,1102.78
Cliente 944,Mediana Empresa,Ubicacion 73,Empleado 49,45683.79
Cliente 945,Mediana Empresa,Ubicacion 17,Empleado 38,21395.30
Cliente 946,Gobierno,Ubicacion 59,Empleado 93,28590.31
Cliente 947,Mediana Empresa,Ubicacion 9,Empleado 22,6474.37
Cliente 948,Gobierno,Ubicacion 21,Empleado 46,39172.81
Cliente 949,Corporativo,Ubicacion 3,Empleado 82,48974.00
Cliente 950,Gobierno,Ubicacion 52,Empleado 97,13492.26
Cliente 951,Corporativo,Ubicacion 92,Empleado 55,15626.71
Cliente 952,Gobierno,Ubicacion 91,Empleado 31,743.49
Cliente 953,Gobierno,Ubicacion 29,Empleado 94,30818.22
Cliente 954,Mediana Empresa,Ubicacion 28,Empleado 73,14502.41
Cliente 955,Corporativo,Ubicacion 23,Empleado 67,38575.72
Cliente 956,Mediana Empresa,Ubicacion 29,Empleado 61,13204.92
Cliente 957,Mediana Empresa,Ubicacion 74,Empleado 4,47253.99
Cliente 958,Corporativo,Ubicacion 39,Empleado 44,28427.49
Cliente 959,Gobierno,Ubicacion 88,Empleado 94,49640.07
Cliente 960,Corporativo,Ubicacion 3,Empleado 5,9730.46
Cliente 961,Mediana Empresa,Ubicacion 37,Empleado 79,48984.05
Cliente 962,Gobierno,Ubicacion 100,Empleado 98,20350.78
Cliente 963,Mediana Empresa,Ubicacion 55,Empleado 85,30490.65
Cliente 964,Gobierno,Ubicacion 41,Empleado 95,24187.63
Cliente 965,Gobierno,Ubicacion 70,Empleado 26,12630.72
Cliente 966,Corporativo,Ubicacion 18,Empleado 18,4565.54
Cliente 967,Mediana Empresa,Ubicacion 63,Empleado 48,26554.86
Cliente 968,Mediana Empresa,Ubicacion 88,Empleado 66,1148.09
Cliente 969,Gobierno,Ubicacion 75,Empleado 71,26351.48
Cliente 970,Corporativo,Ubicacion 21,Empleado 33,25941.66
Cliente 971,Corporativo,Ubicacion 60,Empleado 67,15034.86
Cliente 972,Gobierno,Ubicacion 15,Empleado 46,16333.70
Cliente 973,Mediana Empresa,Ubicacion 11,Empleado 30,29823.27
Cliente 974,Gobierno,Ubicacion 89,Empleado 26,35065.55
Cliente 975,Gobierno,Ubicacion 94,Empleado 14,35703.83
Cliente 976,Corporativo,Ubicacion 83,Empleado 88,11691.48
Cliente 977,Gobierno,Ubicacion 97,Empleado 64,13000.02
Cliente 978,Gobierno,Ubicacion 79,Empleado 75,38142.48
Cliente 979,Corporativo,Ubicacion 86,Empleado 27,42691.42
Cliente 980,Gobierno,Ubicacion 100,Empleado 41,622.59
Cliente 981,Gobierno,Ubicacion 18,Empleado 21,31772.58
Cliente 982,Mediana Empresa,Ubicacion 32,Empleado 49,30427.33
Cliente 983,Gobierno,Ubicacion 6,Empleado 93,27725.82
Cliente 984,Mediana Empresa,Ubicacion 82,Empleado 68,19254.49
Cliente 985,Gobierno,Ubicacion 70,Empleado 33,34767.67
Cliente 986,Corporativo,Ubicacion 65,Empleado 38,8830.67
Cliente 987,Gobierno,Ubicacion 78,Empleado 34,33267.38
Cliente 988,Gobierno,Ubicacion 38,Empleado 88,25031.78
Cliente 989,Gobierno,Ubicacion 6,Empleado 13,16003.04
Cliente 990,Gobierno,Ubicacion 6,Empleado 60,10389.19
Cliente 991,Gobierno,Ubicacion 65,Empleado 62,2422.61
Cliente 992,Corporativo,Ubicacion 66,Empleado 90,49923.89
Cliente 993,Corporativo,Ubicacion 79,Empleado 98,23954.91
Cliente 994,Corporativo,Ubicacion 5,Empleado 60,37456.63
Cliente 995,Mediana Empresa,Ubicacion 26,Empleado 100,14837.88
Cliente 996,Corporativo,Ubicacion 94,Empleado 77,21605.73
Cliente 997,Corporativo,Ubicacion 72,Empleado 50,22584.30
Cliente 998,Mediana Empresa,Ubicacion 64,Empleado 90,12919.00
Cliente 999,Corporativo,Ubicacion 8,Empleado 26,36406.17
Cliente 1000,Corporativo,Ubicacion 100,Empleado 25,11734.12
Cliente 1001,Gobierno,Ubicacion 47,Empleado 15,36240.64
Cliente 1002,Mediana Empresa,Ubicacion 62,Empleado 61,21408.52
Cliente 1003,Mediana Empresa,Ubicacion 80,Empleado 49,6994.86
Cliente 1004,Corporativo,Ubicacion 64,Empleado 54,2400.09
Cliente 1005,Gobierno,Ubicacion 61,Empleado 86,37699.75
Cliente 1006,Mediana Empresa,Ubicacion 54,Empleado 78,34714.82
Cliente 1007,Corporativo,Ubicacion 89,Empleado 71,41003.05
Cliente 1008,Mediana Empresa,Ubicacion 83,Empleado 29,37311.81
Cliente 1009,Mediana Empresa,Ubicacion 73,Empleado 73,37868.96
Cliente 1010,Gobierno,Ubicacion 30,Empleado 66,23718.91
Cliente 1011,Corporativo,Ubicacion 51,Empleado 82,32191.47
Cliente 1012,Corporativo,Ubicacion 94,Empleado 86,2546.10
Cliente 1013,Corporativo,Ubicacion 93,Empleado 14,3010.84
Cliente 1014,Corporativo,Ubicacion 45,Empleado 96,36119.35
Cliente 1015,Mediana Empresa,Ubicacion 96,Empleado 55,36400.28
Cliente 1016,Mediana Empresa,Ubicacion 35,Empleado 36,7325.56
Cliente 1017,Gobierno,Ubicacion 31,Empleado 68,16778.65
Cliente 1018,Corporativo,Ubicacion 6,Empleado 76,40322.11
Cliente 1019,Corporativo,Ubicacion 56,Empleado 11,9252.51
Cliente 1020,Mediana Empresa,Ubicacion 51,Empleado 23,17839.94
Cliente 1021,Corporativo,Ubicacion 77,Empleado 4,14530.78
Cliente 1022,Corporativo,Ubicacion 90,Empleado 82,37196.11
Cliente 1023,Mediana Empresa,Ubicacion 18,Empleado 22,33339.06
Cliente 1024,Corporativo,Ubicacion 79,Empleado 81,37200.09
Cliente 1025,Corporativo,Ubicacion 66,Empleado 78,19031.78
Cliente 1026,Corporativo,Ubicacion 92,Empleado 56,32037.70
Cliente 1027,Gobierno,Ubicacion 45,Empleado 28,36417.60
Cliente 1028,Gobierno,Ubicacion 62,Empleado 4,47188.88
Cliente 1029,Gobierno,Ubicacion 84,Empleado 98,2283.23
Cliente 1030,Corporativo,Ubicacion 39,Empleado 71,13783.79
Cliente 1031,Corporativo,Ubicacion 87,Empleado 54,40399.61
Cliente 1032,Corporativo,Ubicacion 54,Empleado 3,12758.48
Cliente 1033,Mediana Empresa,Ubicacion 72,Empleado 68,35689.76
Cliente 1034,Gobierno,Ubicacion 37,Empleado 97,17880.38
Cliente 1035,Gobierno,Ubicacion 70,Empleado 27,43877.42
Cliente 1036,Mediana Empresa,Ubicacion 19,Empleado 77,9162.16
Cliente 1037,Corporativo,Ubicacion 58,Empleado 1,8626.22
Cliente 1038,Gobierno,Ubicacion 48,Empleado 46,8611.18
Cliente 1039,Gobierno,Ubicacion 70,Empleado 30,9592.37
Cliente 1040,Corporativo,Ubicacion 42,Empleado 39,43752.48
Cliente 1041,Corporativo,Ubicacion 72,Empleado 33,29641.55
Cliente 1042,Corporativo,Ubicacion 50,Empleado 75,30990.00
Cliente 1043,Mediana Empresa,Ubicacion 40,Empleado 34,28899.59
Cliente 1044,Corporativo,Ubicacion 94,Empleado 65,41960.72
Cliente 1045,Gobierno,Ubicacion 38,Empleado 83,39156.81
Cliente 1046,Gobierno,Ubicacion 90,Empleado 50,31890.37
Cliente 1047,Corporativo,Ubicacion 11,Empleado 95,10090.74
Cliente 1048,Mediana Empresa,Ubicacion 30,Empleado 16,11251.16
Cliente 1049,Corporativo,Ubicacion 39,Empleado 26,36163.36
Cliente 1050,Corporativo,Ubicacion 2,Empleado 61,39406.08
Cliente 1051,Corporativo,Ubicacion 87,Empleado 34,47768.97
Cliente 1052,Mediana Empresa,Ubicacion 93,Empleado 48,33992.78
Cliente 1053,Corporativo,Ubicacion 31,Empleado 39,12200.76
Cliente 1054,Corporativo,Ubicacion 52,Empleado 83,8784.27
Cliente 1055,Corporativo,Ubicacion 54,Empleado 3,34426.05
Cliente 1056,Corporativo,Ubicacion 36,Empleado 13,19216.49
Cliente 1057,Gobierno,Ubicacion 23,Empleado 52,5158.07
Cliente 1058,Mediana Empresa,Ubicacion 93,Empleado 61,5535.71
Cliente 1059,Mediana Empresa,Ubicacion 78,Empleado 88,44426.99
Cliente 1060,Gobierno,Ubicacion 86,Empleado 42,31050.92
Cliente 1061,Gobierno,Ubicacion 6,Empleado 86,859.53
Cliente 1062,Mediana Empresa,Ubicacion 62,Empleado 61,26417.86
Cliente 1063,Corporativo,Ubicacion 96,Empleado 62,15741.58
Cliente 1064,Mediana Empresa,Ubicacion 94,Empleado 56,15377.18
Cliente 1065,Gobierno,Ubicacion 48,Empleado 29,46203.57
Cliente 1066,Gobierno,Ubicacion 84,Empleado 15,16418.36
Cliente 1067,Mediana Empresa,Ubicacion 94,Empleado 94,46336.17
Cliente 1068,Corporativo,Ubicacion 78,Empleado 23,27148.10
Cliente 1069,Corporativo,Ubicacion 4,Empleado 11,4404.99
Cliente 1070,Corporativo,Ubicacion 98,Empleado 25,16954.08
Cliente 1071,Mediana Empresa,Ubicacion 77,Empleado 75,47081.90
Cliente 1072,Gobierno,Ubicacion 99,Empleado 32,10086.67
Cliente 1073,Corporativo,Ubicacion 47,Empleado 89,11151.25
Cliente 1074,Corporativo,Ubicacion 53,Empleado 86,49017.32
Cliente 1075,Corporativo,Ubicacion 31,Empleado 59,16411.93
Cliente 1076,Corporativo,Ubicacion 95,Empleado 52,18625.46
Cliente 1077,Corporativo,Ubicacion 17,Empleado 45,44909.95
Cliente 1078,Corporativo,Ubicacion 35,Empleado 20,36201.02
Cliente 1079,Corporativo,Ubicacion 84,Empleado 2,45674.27
Cliente 1080,Corporativo,Ubicacion 29,Empleado 80,46953.29
Cliente 1081,Mediana Empresa,Ubicacion 2,Empleado 37,48167.25
Cliente 1082,Gobierno,Ubicacion 60,Empleado 44,8211.01
Cliente 1083,Mediana Empresa,Ubicacion 6,Empleado 85,27074.64
Cliente 1084,Gobierno,Ubicacion 100,Empleado 90,16488.93
Cliente 1085,Corporativo,Ubicacion 97,Empleado 86,36844.53
Cliente 1086,Gobierno,Ubicacion 46,Empleado 31,10043.46
Cliente 1087,Corporativo,Ubicacion 3,Empleado 62,45135.71
Cliente 1088,Corporativo,Ubicacion 72,Empleado 79,34404.30
Cliente 1089,Mediana Empresa,Ubicacion 2,Empleado 99,38584.38
Cliente 1090,Gobierno,Ubicacion 48,Empleado 21,18083.14
Cliente 1091,Mediana Empresa,Ubicacion 87,Empleado 72,38306.14
Cliente 1092,Corporativo,Ubicacion 79,Empleado 18,13472.81
Cliente 1093,Corporativo,Ubicacion 29,Empleado 47,40910.39
Cliente 1094,Corporativo,Ubicacion 63,Empleado 69,36931.21
Cliente 1095,Mediana Empresa,Ubicacion 61,Empleado 65,41558.13
Cliente 1096,Corporativo,Ubicacion 98,Empleado 88,7555.13
Cliente 1097,Corporativo,Ubicacion 24,Empleado 36,27280.40
Cliente 1098,Gobierno,Ubicacion 19,Empleado 72,32945.28
Cliente 1099,Mediana Empresa,Ubicacion 54,Empleado 94,3502.78
Cliente 1100,Corporativo,Ubicacion 28,Empleado 25,36435.99
Cliente 1101,Gobierno,Ubicacion 47,Empleado 100,29975.04
Cliente 1102,Corporativo,Ubicacion 8,Empleado 29,48506.92
Cliente 1103,Corporativo,Ubicacion 1,Empleado 10,32096.75
Cliente 1104,Corporativo,Ubicacion 18,Empleado 80,26542.64
Cliente 1105,Corporativo,Ubicacion 59,Empleado 64,39132.16
Cliente 1106,Corporativo,Ubicacion 85,Empleado 42,38400.62
Cliente 1107,Gobierno,Ubicacion 15,Empleado 66,42262.97
Cliente 1108,Mediana Empresa,Ubicacion 78,Empleado 87,33980.58
Cliente 1109,Corporativo,Ubicacion 58,Empleado 74,21292.36
Cliente 1110,Corporativo,Ubicacion 85,Empleado 64,16536.52
Cliente 1111,Gobierno,Ubicacion 38,Empleado 91,10182.70
Cliente 1112,Gobierno,Ubicacion 85,Empleado 31,13215.53
Cliente 1113,Corporativo,Ubicacion 25,Empleado 52,48942.42
Cliente 1114,Corporativo,Ubicacion 24,Empleado 88,49018.72
Cliente 1115,Corporativo,Ubicacion 59,Empleado 41,10335.67
Cliente 1116,Corporativo,Ubicacion 30,Empleado 14,47940.91
Cliente 1117,Corporativo,Ubicacion 7,Empleado 60,27254.03
Cliente 1118,Mediana Empresa,Ubicacion 80,Empleado 98,33329.81
Cliente 1119,Mediana Empresa,Ubicacion 46,Empleado 92,48331.36
Cliente 1120,Corporativo,Ubicacion 74,Empleado 77,14867.66
Cliente 1121,Mediana Empresa,Ubicacion 70,Empleado 98,30213.90
Cliente 1122,Mediana Empresa,Ubicacion 32,Empleado 84,25224.23
Cliente 1123,Mediana Empresa,Ubicacion 60,Empleado 96,31247.48
Cliente 1124,Corporativo,Ubicacion 11,Empleado 25,44875.66
Cliente 1125,Mediana Empresa,Ubicacion 87,Empleado 40,14401.94
Cliente 1126,Corporativo,Ubicacion 89,Empleado 42,29393.96
Cliente 1127,Gobierno,Ubicacion 49,Empleado 78,43894.43
Cliente 1128,Corporativo,Ubicacion 2,Empleado 16,13107.68
Cliente 1129,Mediana Empresa,Ubicacion 75,Empleado 69,28926.20
Cliente 1130,Corporativo,Ubicacion 11,Empleado 59,41063.82
Cliente 1131,Corporativo,Ubicacion 31,Empleado 93,5310.84
Cliente 1132,Gobierno,Ubicacion 8,Empleado 80,35270.13
Cliente 1133,Corporativo,Ubicacion 87,Empleado 23,49805.02
Cliente 1134,Mediana Empresa,Ubicacion 66,Empleado 100,15142.81
Cliente 1135,Gobierno,Ubicacion 77,Empleado 46,13973.26
Cliente 1136,Corporativo,Ubicacion 98,Empleado 50,26475.18
Cliente 1137,Gobierno,Ubicacion 66,Empleado 67,30096.76
Cliente 1138,Gobierno,Ubicacion 33,Empleado 12,45770.50
Cliente 1139,Mediana Empresa,Ubicacion 43,Empleado 29,34192.61
Cliente 1140,Corporativo,Ubicacion 62,Empleado 84,3917.14
Cliente 1141,Gobierno,Ubicacion 55,Empleado 56,12330.82
Cliente 1142,Mediana Empresa,Ubicacion 75,Empleado 67,12806.06
Cliente 1143,Gobierno,Ubicacion 31,Empleado 69,38461.30
Cliente 1144,Corporativo,Ubicacion 62,Empleado 57,12574.19
Cliente 1145,Corporativo,Ubicacion 82,Empleado 21,7436.59
Cliente 1146,Mediana Empresa,Ubicacion 77,Empleado 40,5890.21
Cliente 1147,Gobierno,Ubicacion 58,Empleado 95,1548.82
Cliente 1148,Corporativo,Ubicacion 23,Empleado 11,48904.32
Cliente 1149,Corporativo,Ubicacion 85,Empleado 24,41888.84
Cliente 1150,Mediana Empresa,Ubicacion 91,Empleado 43,34613.51
Cliente 1151,Corporativo,Ubicacion 46,Empleado 38,15297.39
Cliente 1152,Mediana Empresa,Ubicacion 84,Empleado 23,4271.93
Cliente 1153,Corporativo,Ubicacion 22,Empleado 55,44746.79
Cliente 1154,Gobierno,Ubicacion 25,Empleado 42,4908.66
Cliente 1155,Corporativo,Ubicacion 74,Empleado 87,14864.37
Cliente 1156,Corporativo,Ubicacion 68,Empleado 66,46292.51
Cliente 1157,Corporativo,Ubicacion 55,Empleado 66,24204.20
Cliente 1158,Corporativo,Ubicacion 98,Empleado 19,25984.87
Cliente 1159,Corporativo,Ubicacion 61,Empleado 87,29260.58
Cliente 1160,Gobierno,Ubicacion 54,Empleado 20,35093.60
Cliente 1161,Corporativo,Ubicacion 86,Empleado 72,19800.19
Cliente 1162,Corporativo,Ubicacion 37,Empleado 88,9543.56
Cliente 1163,Corporativo,Ubicacion 51,Empleado 2,31985.29
Cliente 1164,Gobierno,Ubicacion 64,Empleado 87,4848.91
Cliente 1165,Mediana Empresa,Ubicacion 55,Empleado 23,23091.58
Cliente 1166,Mediana Empresa,Ubicacion 51,Empleado 96,39174.66
Cliente 1167,Corporativo,Ubicacion 89,Empleado 21,2071.51
Cliente 1168,Corporativo,Ubicacion 2,Empleado 84,20859.75
Cliente 1169,Corporativo,Ubicacion 34,Empleado 15,25802.51
Cliente 1170,Mediana Empresa,Ubicacion 51,Empleado 59,29981.45
Cliente 1171,Gobierno,Ubicacion 22,Empleado 32,44647.55
Cliente 1172,Mediana Empresa,Ubicacion 85,Empleado 82,15768.02
Cliente 1173,Mediana Empresa,Ubicacion 83,Empleado 7,26016.97
Cliente 1174,Gobierno,Ubicacion 43,Empleado 29,24038.79
Cliente 1175,Mediana Empresa,Ubicacion 22,Empleado 73,40581.39
Cliente 1176,Gobierno,Ubicacion 76,Empleado 14,4745.71
Cliente 1177,Gobierno,Ubicacion 71,Empleado 56,36087.69
Cliente 1178,Corporativo,Ubicacion 56,Empleado 38,18449.17
Cliente 1179,Corporativo,Ubicacion 26,Empleado 84,975.58
Cliente 1180,Corporativo,Ubicacion 99,Empleado 100,7440.27
Cliente 1181,Corporativo,Ubicacion 73,Empleado 7,8452.35
Cliente 1182,Corporativo,Ubicacion 56,Empleado 23,28950.86
Cliente 1183,Corporativo,Ubicacion 32,Empleado 44,14490.51
Cliente 1184,Mediana Empresa,Ubicacion 46,Empleado 8,19077.91
Cliente 1185,Corporativo,Ubicacion 94,Empleado 85,27821.90
Cliente 1186,Mediana Empresa,Ubicacion 78,Empleado 14,40240.66
Cliente 1187,Mediana Empresa,Ubicacion 70,Empleado 26,43544.98
Cliente 1188,Corporativo,Ubicacion 52,Empleado 94,47322.14
Cliente 1189,Corporativo,Ubicacion 72,Empleado 57,26889.04
Cliente 1190,Gobierno,Ubicacion 54,Empleado 92,11086.51
Cliente 1191,Corporativo,Ubicacion 85,Empleado 80,32256.08
Cliente 1192,Gobierno,Ubicacion 16,Empleado 76,48245.96
Cliente 1193,Gobierno,Ubicacion 75,Empleado 92,10273.16
