N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-2196,Cliente 908,2024-07-13,4432.74,Cancelado,Empleado 94,Producto 146
Pedido-2197,Cliente 1982,2024-09-14,2598.92,Pendiente,Empleado 92,Producto 50
Pedido-2198,Cliente 1059,2024-03-03,4925.85,Pendiente,Empleado 21,Producto 142
Pedido-2199,Cliente 1840,2024-08-17,4925.93,Entregado,Empleado 93,Producto 238
Pedido-2200,Cliente 1774,2024-12-24,1114.05,Enviado,Empleado 60,Producto 3
Pedido-2201,Cliente 1368,2024-03-05,4923.75,Pendiente,Empleado 29,Producto 271
Pedido-2202,Cliente 1688,2024-09-18,1800.40,Pendiente,Empleado 90,Producto 204
Pedido-2203,Cliente 1285,2024-09-09,2937.58,Cancelado,Empleado 7,Producto 204
Pedido-2204,Cliente 1853,2025-02-12,1606.46,Enviado,Empleado 74,Producto 291
Pedido-2205,Cliente 41,2024-11-20,2621.70,Pendiente,Empleado 32,Producto 95
Pedido-2206,Cliente 25,2024-11-22,4276.86,Cancelado,Empleado 8,Producto 290
Pedido-2207,Cliente 1887,2024-12-28,142.79,Cancelado,Empleado 41,Producto 269
Pedido-2208,Cliente 1926,2024-07-15,4452.20,Cancelado,Empleado 91,Producto 256
Pedido-2209,Cliente 1947,2024-05-04,1068.26,Entregado,Empleado 29,Producto 14
Pedido-2210,Cliente 1360,2024-05-27,1956.09,Entregado,Empleado 79,Producto 74
Pedido-2211,Cliente 1150,2024-12-16,1024.03,Entregado,Empleado 54,Producto 291
Pedido-2212,Cliente 1753,2024-06-01,816.67,Procesado,Empleado 64,Producto 71
Pedido-2213,Cliente 755,2024-06-24,2032.66,Entregado,Empleado 4,Producto 185
Pedido-2214,Cliente 1855,2024-11-28,2012.50,Entregado,Empleado 98,Producto 25
Pedido-2215,Cliente 432,2024-10-23,524.62,Procesado,Empleado 59,Producto 226
Pedido-2216,Cliente 522,2024-11-16,2958.07,Cancelado,Empleado 58,Producto 210
Pedido-2217,Cliente 1761,2024-06-06,2452.83,Pendiente,Empleado 70,Producto 112
Pedido-2218,Cliente 413,2024-10-25,626.43,Pendiente,Empleado 14,Producto 259
Pedido-2219,Cliente 1985,2024-12-24,3569.43,Entregado,Empleado 84,Producto 52
Pedido-2220,Cliente 169,2024-11-30,106.52,Enviado,Empleado 46,Producto 251
Pedido-2221,Cliente 902,2024-06-06,3832.45,Enviado,Empleado 35,Producto 226
Pedido-2222,Cliente 1642,2024-05-26,950.26,Cancelado,Empleado 50,Producto 207
Pedido-2223,Cliente 3,2024-04-29,3827.92,Enviado,Empleado 86,Producto 100
Pedido-2224,Cliente 694,2024-11-26,1750.99,Enviado,Empleado 50,Producto 83
Pedido-2225,Cliente 645,2024-06-23,3071.04,Procesado,Empleado 50,Producto 242
Pedido-2226,Cliente 230,2024-11-08,4323.47,Cancelado,Empleado 77,Producto 106
Pedido-2227,Cliente 39,2024-09-06,2284.05,Cancelado,Empleado 64,Producto 254
Pedido-2228,Cliente 1969,2024-10-29,3568.71,Entregado,Empleado 15,Producto 253
Pedido-2229,Cliente 347,2024-04-03,3944.22,Enviado,Empleado 65,Producto 188
Pedido-2230,Cliente 215,2024-06-13,3847.74,Pendiente,Empleado 16,Producto 288
Pedido-2231,Cliente 1037,2024-05-28,2563.72,Cancelado,Empleado 3,Producto 98
Pedido-2232,Cliente 1338,2024-10-22,340.17,Entregado,Empleado 35,Producto 131
Pedido-2233,Cliente 887,2024-07-12,4714.46,Entregado,Empleado 55,Producto 124
Pedido-2234,Cliente 1866,2024-11-15,1592.68,Pendiente,Empleado 92,Producto 92
Pedido-2235,Cliente 1334,2025-01-14,2571.97,Pendiente,Empleado 83,Producto 205
Pedido-2236,Cliente 180,2024-09-26,3063.30,Procesado,Empleado 33,Producto 270
Pedido-2237,Cliente 1037,2024-09-09,4403.90,Cancelado,Empleado 32,Producto 197
Pedido-2238,Cliente 1275,2024-11-09,595.60,Entregado,Empleado 13,Producto 170
Pedido-2239,Cliente 104,2024-12-29,3959.44,Cancelado,Empleado 90,Producto 275
Pedido-2240,Cliente 137,2024-07-28,3931.50,Entregado,Empleado 45,Producto 238
Pedido-2241,Cliente 1467,2024-06-11,792.61,Entregado,Empleado 81,Producto 44
Pedido-2242,Cliente 1709,2025-01-16,1705.05,Cancelado,Empleado 43,Producto 17
Pedido-2243,Cliente 613,2024-12-18,906.27,Entregado,Empleado 46,Producto 210
Pedido-2244,Cliente 199,2024-07-15,3773.00,Enviado,Empleado 5,Producto 63
Pedido-2245,Cliente 474,2024-07-04,374.00,Pendiente,Empleado 91,Producto 246
Pedido-2246,Cliente 1208,2024-06-13,1908.94,Cancelado,Empleado 4,Producto 191
Pedido-2247,Cliente 950,2024-04-02,3434.64,Enviado,Empleado 19,Producto 184
Pedido-2248,Cliente 1392,2024-09-27,2793.50,Procesado,Empleado 5,Producto 224
Pedido-2249,Cliente 748,2024-12-10,1866.12,Cancelado,Empleado 12,Producto 153
Pedido-2250,Cliente 1133,2024-10-17,792.78,Procesado,Empleado 34,Producto 288
Pedido-2251,Cliente 1556,2024-09-03,1991.08,Enviado,Empleado 3,Producto 263
Pedido-2252,Cliente 1548,2024-11-01,1538.00,Cancelado,Empleado 83,Producto 19
Pedido-2253,Cliente 781,2024-07-27,533.78,Cancelado,Empleado 68,Producto 190
Pedido-2254,Cliente 1356,2024-03-02,537.41,Pendiente,Empleado 22,Producto 176
Pedido-2255,Cliente 1158,2024-03-09,1245.20,Pendiente,Empleado 57,Producto 277
Pedido-2256,Cliente 974,2024-06-09,459.09,Procesado,Empleado 75,Producto 97
Pedido-2257,Cliente 1110,2024-12-05,3847.08,Entregado,Empleado 19,Producto 203
Pedido-2258,Cliente 944,2024-08-11,151.52,Entregado,Empleado 76,Producto 116
Pedido-2259,Cliente 1905,2024-04-20,1089.35,Enviado,Empleado 100,Producto 275
Pedido-2260,Cliente 266,2024-09-09,2201.45,Enviado,Empleado 19,Producto 82
Pedido-2261,Cliente 329,2024-12-10,2078.13,Pendiente,Empleado 47,Producto 17
Pedido-2262,Cliente 1348,2025-02-15,407.91,Entregado,Empleado 82,Producto 35
Pedido-2263,Cliente 565,2024-04-13,3427.11,Entregado,Empleado 15,Producto 153
Pedido-2264,Cliente 397,2024-04-19,1880.81,Pendiente,Empleado 29,Producto 3
Pedido-2265,Cliente 6,2024-08-26,1029.59,Entregado,Empleado 99,Producto 249
Pedido-2266,Cliente 1931,2024-06-19,481.86,Entregado,Empleado 24,Producto 81
Pedido-2267,Cliente 1444,2024-05-31,2741.98,Entregado,Empleado 39,Producto 214
Pedido-2268,Cliente 686,2024-11-04,2629.58,Entregado,Empleado 19,Producto 64
Pedido-2269,Cliente 705,2024-08-09,4411.74,Entregado,Empleado 92,Producto 83
Pedido-2270,Cliente 828,2024-10-16,676.25,Pendiente,Empleado 68,Producto 229
Pedido-2271,Cliente 271,2024-06-28,3251.33,Pendiente,Empleado 90,Producto 174
Pedido-2272,Cliente 8,2024-07-25,4032.67,Pendiente,Empleado 80,Producto 104
Pedido-2273,Cliente 689,2025-02-14,2941.45,Procesado,Empleado 62,Producto 78
Pedido-2274,Cliente 751,2024-09-25,345.77,Pendiente,Empleado 5,Producto 165
Pedido-2275,Cliente 285,2024-07-23,353.99,Cancelado,Empleado 96,Producto 209
Pedido-2276,Cliente 362,2024-06-28,2597.50,Enviado,Empleado 51,Producto 90
Pedido-2277,Cliente 732,2024-09-27,1688.15,Cancelado,Empleado 98,Producto 4
Pedido-2278,Cliente 937,2024-06-30,3177.90,Pendiente,Empleado 3,Producto 226
Pedido-2279,Cliente 1403,2025-02-08,3424.86,Enviado,Empleado 56,Producto 59
Pedido-2280,Cliente 1147,2024-08-29,1846.14,Pendiente,Empleado 44,Producto 293
Pedido-2281,Cliente 533,2024-11-22,2166.63,Cancelado,Empleado 68,Producto 8
Pedido-2282,Cliente 992,2024-08-27,772.18,Entregado,Empleado 97,Producto 158
Pedido-2283,Cliente 773,2025-02-05,3371.57,Procesado,Empleado 51,Producto 20
Pedido-2284,Cliente 889,2024-03-25,4500.93,Pendiente,Empleado 1,Producto 239
Pedido-2285,Cliente 1790,2024-04-06,528.56,Enviado,Empleado 65,Producto 178
Pedido-2286,Cliente 1412,2024-07-29,3581.85,Entregado,Empleado 84,Producto 232
Pedido-2287,Cliente 506,2024-09-20,2341.48,Cancelado,Empleado 22,Producto 16
Pedido-2288,Cliente 1587,2025-01-11,2121.08,Entregado,Empleado 54,Producto 11
Pedido-2289,Cliente 1685,2024-08-19,4663.58,Procesado,Empleado 75,Producto 30
Pedido-2290,Cliente 1342,2024-08-20,1213.35,Pendiente,Empleado 15,Producto 179
Pedido-2291,Cliente 1394,2024-06-05,4582.13,Procesado,Empleado 59,Producto 67
Pedido-2292,Cliente 1928,2024-12-05,2650.57,Pendiente,Empleado 75,Producto 226
Pedido-2293,Cliente 170,2024-10-03,3918.62,Cancelado,Empleado 21,Producto 211
Pedido-2294,Cliente 1141,2024-12-20,1006.81,Pendiente,Empleado 56,Producto 130
Pedido-2295,Cliente 1241,2024-05-24,4364.07,Enviado,Empleado 52,Producto 288
Pedido-2296,Cliente 1466,2024-04-28,393.32,Pendiente,Empleado 62,Producto 288
Pedido-2297,Cliente 1587,2024-11-12,4957.32,Pendiente,Empleado 9,Producto 269
Pedido-2298,Cliente 1221,2024-09-17,1440.05,Procesado,Empleado 4,Producto 272
Pedido-2299,Cliente 1422,2024-12-12,4977.00,Cancelado,Empleado 84,Producto 163
Pedido-2300,Cliente 404,2025-02-02,3682.67,Pendiente,Empleado 21,Producto 107
Pedido-2301,Cliente 169,2024-07-28,2862.08,Cancelado,Empleado 53,Producto 109
Pedido-2302,Cliente 821,2024-11-25,2685.73,Cancelado,Empleado 12,Producto 40
Pedido-2303,Cliente 478,2024-08-21,4907.03,Entregado,Empleado 87,Producto 55
Pedido-2304,Cliente 727,2025-01-07,826.55,Procesado,Empleado 34,Producto 186
Pedido-2305,Cliente 838,2024-03-22,251.84,Pendiente,Empleado 41,Producto 71
Pedido-2306,Cliente 1238,2024-12-21,3301.42,Procesado,Empleado 28,Producto 5
Pedido-2307,Cliente 1507,2024-03-01,4452.94,Entregado,Empleado 1,Producto 43
Pedido-2308,Cliente 633,2024-12-30,4672.37,Cancelado,Empleado 98,Producto 244
Pedido-2309,Cliente 877,2024-11-24,372.48,Pendiente,Empleado 12,Producto 61
Pedido-2310,Cliente 309,2024-05-22,1858.29,Procesado,Empleado 63,Producto 203
Pedido-2311,Cliente 779,2024-10-17,3229.81,Pendiente,Empleado 68,Producto 147
Pedido-2312,Cliente 972,2024-08-12,3128.02,Enviado,Empleado 51,Producto 18
Pedido-2313,Cliente 970,2024-04-06,1013.72,Cancelado,Empleado 65,Producto 242
Pedido-2314,Cliente 874,2024-08-16,2823.28,Procesado,Empleado 43,Producto 94
Pedido-2315,Cliente 1935,2024-04-27,742.32,Pendiente,Empleado 28,Producto 92
Pedido-2316,Cliente 1657,2024-11-12,1982.55,Pendiente,Empleado 26,Producto 7
Pedido-2317,Cliente 1472,2024-12-19,778.68,Pendiente,Empleado 65,Producto 140
Pedido-2318,Cliente 1352,2024-03-23,1245.57,Procesado,Empleado 72,Producto 150
Pedido-2319,Cliente 173,2024-09-02,1144.98,Enviado,Empleado 8,Producto 8
Pedido-2320,Cliente 1288,2024-03-17,2818.68,Cancelado,Empleado 77,Producto 133
Pedido-2321,Cliente 1145,2025-02-23,3849.94,Entregado,Empleado 82,Producto 189
Pedido-2322,Cliente 1788,2024-07-18,1916.61,Procesado,Empleado 27,Producto 21
Pedido-2323,Cliente 1809,2024-10-29,2709.56,Procesado,Empleado 4,Producto 92
Pedido-2324,Cliente 1830,2024-04-29,942.08,Pendiente,Empleado 88,Producto 96
Pedido-2325,Cliente 684,2024-07-01,2549.83,Enviado,Empleado 24,Producto 247
Pedido-2326,Cliente 1711,2024-05-08,373.92,Cancelado,Empleado 83,Producto 206
Pedido-2327,Cliente 196,2024-03-13,1950.23,Procesado,Empleado 16,Producto 24
Pedido-2328,Cliente 913,2024-07-03,1127.06,Cancelado,Empleado 27,Producto 202
Pedido-2329,Cliente 57,2024-11-04,4595.77,Procesado,Empleado 28,Producto 97
Pedido-2330,Cliente 1948,2025-01-29,212.30,Procesado,Empleado 8,Producto 109
Pedido-2331,Cliente 811,2024-04-22,3468.70,Procesado,Empleado 28,Producto 193
Pedido-2332,Cliente 873,2024-06-30,4597.64,Procesado,Empleado 55,Producto 195
Pedido-2333,Cliente 1401,2024-12-18,3100.03,Cancelado,Empleado 82,Producto 17
Pedido-2334,Cliente 1215,2025-01-06,805.23,Cancelado,Empleado 40,Producto 291
Pedido-2335,Cliente 1879,2024-06-30,4363.65,Procesado,Empleado 99,Producto 175
Pedido-2336,Cliente 329,2024-11-23,271.07,Procesado,Empleado 79,Producto 109
Pedido-2337,Cliente 1070,2024-09-10,1859.76,Entregado,Empleado 23,Producto 275
Pedido-2338,Cliente 697,2024-12-05,2554.28,Entregado,Empleado 43,Producto 186
Pedido-2339,Cliente 541,2024-09-03,4732.79,Procesado,Empleado 61,Producto 15
Pedido-2340,Cliente 171,2024-09-12,4928.28,Pendiente,Empleado 84,Producto 181
Pedido-2341,Cliente 765,2024-07-15,4515.77,Entregado,Empleado 47,Producto 201
Pedido-2342,Cliente 1800,2024-11-20,1431.08,Cancelado,Empleado 96,Producto 153
Pedido-2343,Cliente 1648,2024-04-28,808.70,Enviado,Empleado 37,Producto 282
Pedido-2344,Cliente 580,2024-06-26,3259.17,Pendiente,Empleado 51,Producto 269
Pedido-2345,Cliente 246,2024-10-29,3542.56,Entregado,Empleado 17,Producto 82
Pedido-2346,Cliente 61,2024-12-16,3192.79,Enviado,Empleado 40,Producto 43
Pedido-2347,Cliente 1301,2024-09-24,2227.67,Cancelado,Empleado 44,Producto 133
Pedido-2348,Cliente 252,2024-12-05,2157.85,Pendiente,Empleado 38,Producto 87
Pedido-2349,Cliente 1629,2024-05-08,4949.12,Entregado,Empleado 29,Producto 258
Pedido-2350,Cliente 786,2024-07-01,1912.16,Enviado,Empleado 2,Producto 243
Pedido-2351,Cliente 1150,2024-06-19,4009.13,Procesado,Empleado 75,Producto 69
Pedido-2352,Cliente 1962,2024-07-26,913.07,Enviado,Empleado 10,Producto 74
Pedido-2353,Cliente 1300,2024-08-12,3350.79,Enviado,Empleado 8,Producto 140
Pedido-2354,Cliente 1203,2025-01-14,1693.64,Cancelado,Empleado 28,Producto 138
Pedido-2355,Cliente 1469,2024-11-22,3751.05,Procesado,Empleado 4,Producto 161
Pedido-2356,Cliente 1769,2025-01-22,2760.74,Entregado,Empleado 4,Producto 178
Pedido-2357,Cliente 1867,2024-03-23,3382.59,Pendiente,Empleado 18,Producto 54
Pedido-2358,Cliente 348,2024-12-19,3862.02,Procesado,Empleado 12,Producto 145
Pedido-2359,Cliente 1155,2024-08-17,4526.88,Procesado,Empleado 14,Producto 292
Pedido-2360,Cliente 281,2024-11-17,501.19,Procesado,Empleado 38,Producto 84
Pedido-2361,Cliente 670,2024-05-24,1571.76,Procesado,Empleado 37,Producto 226
Pedido-2362,Cliente 1550,2024-05-26,3630.23,Enviado,Empleado 87,Producto 237
Pedido-2363,Cliente 1416,2024-04-12,389.50,Cancelado,Empleado 36,Producto 169
Pedido-2364,Cliente 1182,2024-04-25,2649.33,Enviado,Empleado 90,Producto 223
Pedido-2365,Cliente 1735,2024-06-13,757.79,Cancelado,Empleado 37,Producto 281
Pedido-2366,Cliente 256,2024-06-10,725.13,Enviado,Empleado 41,Producto 34
Pedido-2367,Cliente 1429,2025-01-31,4866.13,Procesado,Empleado 58,Producto 46
Pedido-2368,Cliente 1942,2024-10-16,3020.29,Enviado,Empleado 1,Producto 181
Pedido-2369,Cliente 700,2024-09-03,2956.87,Enviado,Empleado 17,Producto 130
Pedido-2370,Cliente 1006,2024-12-10,3079.61,Entregado,Empleado 5,Producto 194
Pedido-2371,Cliente 361,2025-01-29,1958.34,Cancelado,Empleado 89,Producto 195
Pedido-2372,Cliente 750,2024-09-11,4053.84,Pendiente,Empleado 75,Producto 37
Pedido-2373,Cliente 1693,2024-04-14,4522.86,Cancelado,Empleado 43,Producto 222
Pedido-2374,Cliente 795,2024-12-30,3367.85,Pendiente,Empleado 54,Producto 31
Pedido-2375,Cliente 49,2024-04-15,127.38,Pendiente,Empleado 44,Producto 279
Pedido-2376,Cliente 214,2024-07-29,2988.97,Entregado,Empleado 75,Producto 129
Pedido-2377,Cliente 1012,2024-12-29,4240.71,Procesado,Empleado 67,Producto 197
Pedido-2378,Cliente 1111,2025-01-19,488.78,Entregado,Empleado 56,Producto 189
Pedido-2379,Cliente 1772,2024-11-26,3862.80,Cancelado,Empleado 42,Producto 280
Pedido-2380,Cliente 887,2024-11-21,4005.92,Enviado,Empleado 77,Producto 201
Pedido-2381,Cliente 612,2024-06-06,126.76,Procesado,Empleado 93,Producto 135
Pedido-2382,Cliente 357,2024-10-25,4737.24,Cancelado,Empleado 19,Producto 77
Pedido-2383,Cliente 345,2024-07-21,1446.70,Entregado,Empleado 76,Producto 105
Pedido-2384,Cliente 460,2024-03-07,2632.16,Pendiente,Empleado 19,Producto 255
Pedido-2385,Cliente 1371,2024-05-29,2100.74,Pendiente,Empleado 13,Producto 45
Pedido-2386,Cliente 1920,2024-07-07,3609.96,Pendiente,Empleado 26,Producto 34
Pedido-2387,Cliente 960,2024-05-10,1407.87,Entregado,Empleado 38,Producto 261
Pedido-2388,Cliente 1244,2024-10-26,3975.42,Pendiente,Empleado 60,Producto 190
Pedido-2389,Cliente 501,2024-10-25,1345.21,Enviado,Empleado 69,Producto 121
Pedido-2390,Cliente 41,2025-01-31,3584.00,Entregado,Empleado 70,Producto 250
Pedido-2391,Cliente 575,2024-10-30,3662.75,Procesado,Empleado 39,Producto 91
Pedido-2392,Cliente 1142,2024-07-01,1054.47,Entregado,Empleado 58,Producto 149
Pedido-2393,Cliente 1100,2024-02-26,1856.30,Entregado,Empleado 30,Producto 88
Pedido-2394,Cliente 11,2024-04-04,2479.37,Procesado,Empleado 98,Producto 73
Pedido-2395,Cliente 1265,2025-01-19,211.58,Enviado,Empleado 53,Producto 185
Pedido-2396,Cliente 1083,2024-05-09,1524.58,Enviado,Empleado 90,Producto 168
Pedido-2397,Cliente 1289,2024-03-16,1254.29,Pendiente,Empleado 17,Producto 59
Pedido-2398,Cliente 288,2024-03-17,1304.27,Procesado,Empleado 5,Producto 22
Pedido-2399,Cliente 1264,2024-05-30,1723.94,Enviado,Empleado 10,Producto 278
Pedido-2400,Cliente 745,2025-02-17,807.74,Entregado,Empleado 82,Producto 78
Pedido-2401,Cliente 1197,2024-09-01,4469.57,Enviado,Empleado 98,Producto 161
Pedido-2402,Cliente 1001,2025-02-23,2815.72,Entregado,Empleado 22,Producto 31
Pedido-2403,Cliente 597,2025-01-17,4416.72,Entregado,Empleado 30,Producto 230
Pedido-2404,Cliente 1622,2024-11-07,3242.57,Cancelado,Empleado 84,Producto 92
Pedido-2405,Cliente 773,2024-07-26,4813.58,Entregado,Empleado 25,Producto 220
Pedido-2406,Cliente 1535,2024-07-31,3193.17,Procesado,Empleado 34,Producto 6
Pedido-2407,Cliente 830,2024-05-23,4766.44,Procesado,Empleado 77,Producto 228
Pedido-2408,Cliente 493,2025-01-09,379.85,Procesado,Empleado 18,Producto 227
Pedido-2409,Cliente 1884,2024-11-01,3108.04,Entregado,Empleado 26,Producto 119
Pedido-2410,Cliente 728,2024-06-27,3334.46,Entregado,Empleado 73,Producto 41
Pedido-2411,Cliente 104,2024-10-30,2357.01,Enviado,Empleado 66,Producto 119
Pedido-2412,Cliente 1049,2024-07-06,545.68,Enviado,Empleado 87,Producto 104
Pedido-2413,Cliente 334,2024-05-10,1567.51,Cancelado,Empleado 37,Producto 193
Pedido-2414,Cliente 515,2024-12-03,3729.72,Entregado,Empleado 64,Producto 186
Pedido-2415,Cliente 1973,2024-04-02,102.05,Cancelado,Empleado 25,Producto 172
Pedido-2416,Cliente 1,2024-09-02,2595.60,Procesado,Empleado 98,Producto 200
Pedido-2417,Cliente 1372,2024-05-08,301.50,Cancelado,Empleado 24,Producto 107
Pedido-2418,Cliente 1152,2024-12-21,1918.30,Entregado,Empleado 25,Producto 146
Pedido-2419,Cliente 499,2024-04-08,1253.14,Enviado,Empleado 84,Producto 208
Pedido-2420,Cliente 134,2025-01-22,254.24,Entregado,Empleado 92,Producto 256
Pedido-2421,Cliente 325,2024-05-11,2571.13,Entregado,Empleado 73,Producto 261
Pedido-2422,Cliente 1099,2025-02-19,1083.61,Cancelado,Empleado 28,Producto 42
Pedido-2423,Cliente 677,2024-08-08,1624.51,Cancelado,Empleado 27,Producto 123
Pedido-2424,Cliente 562,2024-08-09,1084.45,Enviado,Empleado 44,Producto 205
Pedido-2425,Cliente 1349,2024-09-26,4767.53,Cancelado,Empleado 17,Producto 39
Pedido-2426,Cliente 1978,2024-09-18,4865.89,Enviado,Empleado 57,Producto 262
Pedido-2427,Cliente 575,2024-09-07,1684.33,Enviado,Empleado 48,Producto 135
Pedido-2428,Cliente 1721,2024-04-19,3844.98,Entregado,Empleado 1,Producto 199
Pedido-2429,Cliente 1900,2024-07-14,3213.19,Entregado,Empleado 98,Producto 298
Pedido-2430,Cliente 1334,2024-06-29,572.62,Pendiente,Empleado 89,Producto 94
Pedido-2431,Cliente 459,2024-04-16,1800.78,Entregado,Empleado 42,Producto 59
Pedido-2432,Cliente 1259,2024-10-12,3771.53,Enviado,Empleado 35,Producto 53
Pedido-2433,Cliente 562,2024-04-04,3468.59,Pendiente,Empleado 61,Producto 74
Pedido-2434,Cliente 1150,2024-07-04,3510.41,Cancelado,Empleado 39,Producto 261
Pedido-2435,Cliente 1640,2025-01-23,1023.92,Pendiente,Empleado 62,Producto 232
Pedido-2436,Cliente 1467,2024-04-11,3191.12,Entregado,Empleado 57,Producto 2
Pedido-2437,Cliente 1746,2024-05-13,3576.24,Cancelado,Empleado 64,Producto 109
Pedido-2438,Cliente 1384,2024-09-02,2873.18,Enviado,Empleado 2,Producto 213
Pedido-2439,Cliente 815,2024-03-08,2013.64,Procesado,Empleado 73,Producto 182
Pedido-2440,Cliente 815,2024-03-24,3266.63,Procesado,Empleado 38,Producto 67
Pedido-2441,Cliente 1611,2025-01-25,2618.45,Entregado,Empleado 100,Producto 237
Pedido-2442,Cliente 1063,2024-04-10,3308.96,Procesado,Empleado 72,Producto 9
Pedido-2443,Cliente 329,2024-10-12,640.67,Enviado,Empleado 3,Producto 156
Pedido-2444,Cliente 1544,2024-11-05,2590.83,Enviado,Empleado 33,Producto 168
Pedido-2445,Cliente 1900,2024-08-09,1187.00,Procesado,Empleado 35,Producto 33
Pedido-2446,Cliente 555,2024-05-15,2015.41,Entregado,Empleado 70,Producto 259
Pedido-2447,Cliente 1690,2024-04-10,3205.29,Entregado,Empleado 69,Producto 215
Pedido-2448,Cliente 580,2024-11-21,3598.16,Enviado,Empleado 42,Producto 40
Pedido-2449,Cliente 980,2024-04-05,3047.09,Enviado,Empleado 100,Producto 230
Pedido-2450,Cliente 1910,2025-01-04,3617.19,Entregado,Empleado 81,Producto 108
Pedido-2451,Cliente 169,2024-06-05,1196.45,Enviado,Empleado 60,Producto 259
Pedido-2452,Cliente 1687,2024-11-05,1006.93,Cancelado,Empleado 77,Producto 46
Pedido-2453,Cliente 103,2024-06-27,4725.20,Enviado,Empleado 15,Producto 149
Pedido-2454,Cliente 727,2024-10-09,377.89,Pendiente,Empleado 44,Producto 217
Pedido-2455,Cliente 315,2025-02-23,2804.61,Cancelado,Empleado 45,Producto 25
Pedido-2456,Cliente 245,2024-05-20,3470.89,Entregado,Empleado 65,Producto 265
Pedido-2457,Cliente 1500,2024-06-12,1564.17,Entregado,Empleado 7,Producto 74
Pedido-2458,Cliente 1253,2024-06-21,2388.18,Procesado,Empleado 99,Producto 18
Pedido-2459,Cliente 1484,2024-03-18,1934.82,Enviado,Empleado 8,Producto 161
Pedido-2460,Cliente 1736,2025-01-22,1185.92,Pendiente,Empleado 100,Producto 146
Pedido-2461,Cliente 1200,2024-11-09,1511.84,Enviado,Empleado 68,Producto 264
Pedido-2462,Cliente 242,2025-02-11,2813.20,Procesado,Empleado 57,Producto 74
Pedido-2463,Cliente 1287,2024-10-23,3924.05,Enviado,Empleado 65,Producto 96
Pedido-2464,Cliente 1098,2024-03-06,4629.43,Cancelado,Empleado 29,Producto 278
Pedido-2465,Cliente 1745,2024-09-14,2826.06,Entregado,Empleado 12,Producto 274
Pedido-2466,Cliente 1317,2024-08-03,2252.43,Enviado,Empleado 59,Producto 226
Pedido-2467,Cliente 1557,2024-07-03,1493.64,Procesado,Empleado 99,Producto 216
Pedido-2468,Cliente 658,2024-10-14,2813.33,Enviado,Empleado 93,Producto 221
Pedido-2469,Cliente 1243,2024-06-06,2478.65,Entregado,Empleado 5,Producto 27
Pedido-2470,Cliente 364,2024-03-13,1836.82,Enviado,Empleado 8,Producto 107
Pedido-2471,Cliente 458,2024-04-30,4397.34,Enviado,Empleado 83,Producto 129
Pedido-2472,Cliente 1448,2024-12-31,729.95,Entregado,Empleado 85,Producto 162
Pedido-2473,Cliente 1391,2024-04-05,2947.83,Cancelado,Empleado 78,Producto 86
Pedido-2474,Cliente 1991,2025-02-08,2883.02,Procesado,Empleado 68,Producto 61
Pedido-2475,Cliente 1234,2024-04-06,4189.34,Pendiente,Empleado 67,Producto 19
Pedido-2476,Cliente 686,2025-02-13,4896.98,Entregado,Empleado 45,Producto 101
Pedido-2477,Cliente 556,2024-12-31,4580.14,Procesado,Empleado 12,Producto 96
Pedido-2478,Cliente 1099,2024-08-23,1087.81,Entregado,Empleado 46,Producto 126
Pedido-2479,Cliente 247,2024-07-18,864.38,Pendiente,Empleado 75,Producto 164
Pedido-2480,Cliente 1697,2024-11-16,4222.50,Pendiente,Empleado 48,Producto 165
Pedido-2481,Cliente 196,2024-09-21,2668.38,Pendiente,Empleado 70,Producto 130
Pedido-2482,Cliente 1421,2025-02-06,2502.86,Entregado,Empleado 47,Producto 187
Pedido-2483,Cliente 1499,2024-04-20,1384.35,Procesado,Empleado 47,Producto 190
Pedido-2484,Cliente 194,2024-04-22,2679.70,Pendiente,Empleado 44,Producto 20
Pedido-2485,Cliente 1068,2024-12-19,1397.78,Cancelado,Empleado 48,Producto 2
Pedido-2486,Cliente 291,2024-05-03,3196.71,Pendiente,Empleado 68,Producto 156
Pedido-2487,Cliente 579,2024-06-25,4689.20,Enviado,Empleado 64,Producto 130
Pedido-2488,Cliente 148,2024-06-24,2280.49,Enviado,Empleado 75,Producto 105
Pedido-2489,Cliente 1559,2024-10-08,1924.43,Cancelado,Empleado 8,Producto 26
Pedido-2490,Cliente 387,2024-06-28,4654.21,Entregado,Empleado 73,Producto 5
Pedido-2491,Cliente 1813,2024-11-26,1018.35,Pendiente,Empleado 61,Producto 74
Pedido-2492,Cliente 1206,2025-01-15,2945.69,Entregado,Empleado 64,Producto 140
Pedido-2493,Cliente 1985,2024-11-02,3635.11,Cancelado,Empleado 47,Producto 62
Pedido-2494,Cliente 1242,2024-10-16,3948.67,Enviado,Empleado 43,Producto 130
Pedido-2495,Cliente 601,2025-01-29,3849.12,Procesado,Empleado 6,Producto 127
Pedido-2496,Cliente 480,2024-05-30,2125.55,Entregado,Empleado 46,Producto 51
Pedido-2497,Cliente 705,2024-07-02,2805.32,Procesado,Empleado 31,Producto 164
Pedido-2498,Cliente 659,2025-01-28,1966.33,Procesado,Empleado 80,Producto 172
Pedido-2499,Cliente 204,2024-12-07,2298.81,Enviado,Empleado 65,Producto 167
