N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-4929,Cliente 1112,2024-08-26,2815.42,Entregado,Empleado 25,Producto 92
Pedido-131,Cliente 320,2024-07-19,2657.62,Cancelado,Empleado 44,Producto 127
Pedido-1747,Cliente 506,2024-06-01,2913.97,Procesado,Empleado 13,Producto 115
Pedido-1357,Cliente 68,2024-05-23,1514.37,Pendiente,Empleado 17,Producto 24
Pedido-484,Cliente 730,2025-02-09,3491.02,Entregado,Empleado 90,Producto 15
Pedido-3765,Cliente 72,2024-06-15,737.60,Procesado,Empleado 69,Producto 51
Pedido-4975,Cliente 800,2024-09-20,1088.36,Enviado,Empleado 98,Producto 24
Pedido-3536,Cliente 1590,2024-10-28,2019.07,Enviado,Empleado 51,Producto 60
Pedido-379,Cliente 1143,2025-02-22,3342.39,Entregado,Empleado 67,Producto 62
Pedido-2423,Cliente 677,2024-08-08,1624.51,Cancelado,Empleado 27,Producto 123
Pedido-2934,Cliente 1565,2024-11-19,1669.68,Procesado,Empleado 36,Producto 174
Pedido-1397,Cliente 1279,2024-12-22,4652.28,Enviado,Empleado 63,Producto 262
Pedido-587,Cliente 20,2024-06-06,738.54,Cancelado,Empleado 20,Producto 151
Pedido-3908,Cliente 685,2024-11-07,3670.56,Procesado,Empleado 36,Producto 114
Pedido-4543,Cliente 1471,2024-11-12,2388.30,Enviado,Empleado 39,Producto 272
Pedido-4122,Cliente 706,2024-11-23,1702.77,Enviado,Empleado 63,Producto 244
Pedido-4232,Cliente 281,2024-10-09,2643.48,Enviado,Empleado 4,Producto 139
Pedido-3076,Cliente 465,2024-06-29,3363.63,Procesado,Empleado 9,Producto 206
Pedido-40,Cliente 1532,2024-07-17,888.00,Procesado,Empleado 12,Producto 102
Pedido-4163,Cliente 866,2024-07-01,4245.48,Pendiente,Empleado 11,Producto 104
Pedido-1771,Cliente 845,2024-08-03,3169.15,Pendiente,Empleado 62,Producto 149
Pedido-838,Cliente 1914,2024-04-06,1426.18,Entregado,Empleado 23,Producto 266
Pedido-1154,Cliente 575,2024-08-13,2643.01,Procesado,Empleado 45,Producto 206
Pedido-1401,Cliente 545,2024-04-10,2260.29,Procesado,Empleado 55,Producto 229
Pedido-2268,Cliente 686,2024-11-04,2629.58,Entregado,Empleado 19,Producto 64
Pedido-190,Cliente 767,2024-11-18,386.33,Pendiente,Empleado 49,Producto 234
Pedido-4050,Cliente 372,2024-07-10,1016.99,Pendiente,Empleado 43,Producto 25
Pedido-4211,Cliente 1235,2024-11-04,608.20,Procesado,Empleado 99,Producto 38
Pedido-2724,Cliente 301,2024-04-30,2364.48,Entregado,Empleado 73,Producto 62
Pedido-618,Cliente 1239,2024-12-18,270.11,Enviado,Empleado 14,Producto 45
Pedido-2802,Cliente 1285,2024-09-08,296.48,Procesado,Empleado 59,Producto 152
Pedido-3743,Cliente 709,2024-11-10,2503.38,Procesado,Empleado 37,Producto 156
Pedido-1891,Cliente 1836,2024-06-21,166.53,Cancelado,Empleado 80,Producto 36
Pedido-4725,Cliente 1274,2024-08-15,3969.74,Procesado,Empleado 13,Producto 215
Pedido-4043,Cliente 211,2024-05-09,2826.17,Cancelado,Empleado 57,Producto 29
Pedido-2213,Cliente 755,2024-06-24,2032.66,Entregado,Empleado 4,Producto 185
Pedido-929,Cliente 227,2024-07-11,2676.34,Entregado,Empleado 86,Producto 85
Pedido-2139,Cliente 552,2024-06-25,3624.98,Cancelado,Empleado 57,Producto 205
Pedido-2366,Cliente 256,2024-06-10,725.13,Enviado,Empleado 41,Producto 34
Pedido-4308,Cliente 1025,2024-09-04,3615.60,Enviado,Empleado 68,Producto 217
Pedido-981,Cliente 122,2024-10-06,702.97,Procesado,Empleado 55,Producto 201
Pedido-179,Cliente 1300,2024-12-30,2268.63,Entregado,Empleado 59,Producto 253
Pedido-4740,Cliente 505,2024-06-25,1868.79,Enviado,Empleado 51,Producto 67
Pedido-64,Cliente 835,2024-10-29,1174.00,Procesado,Empleado 51,Producto 217
Pedido-4791,Cliente 1907,2024-08-07,1646.76,Entregado,Empleado 10,Producto 139
Pedido-3366,Cliente 799,2024-12-25,505.89,Entregado,Empleado 32,Producto 252
Pedido-4544,Cliente 1127,2024-04-30,1883.26,Pendiente,Empleado 97,Producto 209
Pedido-833,Cliente 1692,2024-04-27,4231.37,Enviado,Empleado 47,Producto 183
Pedido-525,Cliente 591,2024-07-27,4832.26,Cancelado,Empleado 10,Producto 273
Pedido-4200,Cliente 818,2024-06-11,1561.26,Cancelado,Empleado 73,Producto 121
Pedido-2796,Cliente 1468,2024-04-23,4246.68,Cancelado,Empleado 43,Producto 156
Pedido-692,Cliente 197,2025-01-28,3767.95,Procesado,Empleado 32,Producto 279
Pedido-487,Cliente 389,2024-09-22,4406.33,Enviado,Empleado 57,Producto 52
Pedido-3549,Cliente 1399,2025-02-14,4488.53,Entregado,Empleado 39,Producto 103
Pedido-3070,Cliente 1950,2024-08-26,2910.36,Pendiente,Empleado 36,Producto 182
Pedido-4954,Cliente 835,2024-10-25,2782.93,Entregado,Empleado 28,Producto 207
Pedido-2018,Cliente 1749,2024-12-26,451.93,Cancelado,Empleado 73,Producto 240
Pedido-1508,Cliente 1461,2024-09-11,3196.46,Cancelado,Empleado 86,Producto 67
Pedido-2882,Cliente 624,2024-06-25,643.83,Enviado,Empleado 6,Producto 35
Pedido-3926,Cliente 483,2024-06-21,3868.05,Pendiente,Empleado 12,Producto 203
Pedido-2152,Cliente 1034,2024-04-29,2369.04,Enviado,Empleado 10,Producto 135
Pedido-4953,Cliente 1385,2024-04-13,1990.86,Entregado,Empleado 41,Producto 258
Pedido-1026,Cliente 1352,2024-07-12,2689.11,Entregado,Empleado 41,Producto 250
Pedido-2707,Cliente 1475,2024-03-29,3249.46,Cancelado,Empleado 1,Producto 88
Pedido-632,Cliente 1708,2025-02-03,2218.52,Enviado,Empleado 45,Producto 274
Pedido-4638,Cliente 1179,2024-10-06,2811.46,Cancelado,Empleado 69,Producto 79
Pedido-511,Cliente 37,2025-02-17,1555.01,Enviado,Empleado 48,Producto 140
Pedido-2003,Cliente 1627,2025-01-07,3560.00,Procesado,Empleado 54,Producto 19
Pedido-1229,Cliente 221,2025-01-03,3064.15,Procesado,Empleado 56,Producto 129
Pedido-887,Cliente 147,2024-04-28,3130.53,Entregado,Empleado 71,Producto 115
Pedido-4161,Cliente 1154,2024-08-06,1863.27,Enviado,Empleado 9,Producto 3
Pedido-1490,Cliente 1310,2024-07-06,2294.15,Cancelado,Empleado 6,Producto 77
Pedido-1263,Cliente 735,2024-10-02,2835.24,Procesado,Empleado 14,Producto 272
Pedido-4482,Cliente 207,2024-12-14,1846.79,Entregado,Empleado 11,Producto 26
Pedido-1864,Cliente 972,2025-01-18,188.72,Enviado,Empleado 99,Producto 115
Pedido-2163,Cliente 1558,2024-03-13,283.12,Procesado,Empleado 77,Producto 62
Pedido-2890,Cliente 1559,2024-07-15,2509.95,Cancelado,Empleado 23,Producto 10
Pedido-1453,Cliente 491,2024-06-10,2163.29,Entregado,Empleado 31,Producto 30
Pedido-4976,Cliente 1538,2025-01-27,2002.41,Entregado,Empleado 91,Producto 25
Pedido-965,Cliente 1179,2024-03-19,2764.71,Entregado,Empleado 63,Producto 124
Pedido-2562,Cliente 776,2024-11-02,1618.75,Pendiente,Empleado 9,Producto 53
Pedido-3178,Cliente 105,2024-04-04,3489.45,Pendiente,Empleado 84,Producto 104
Pedido-3542,Cliente 965,2024-05-14,4116.71,Pendiente,Empleado 27,Producto 55
Pedido-2992,Cliente 1293,2024-04-26,523.09,Procesado,Empleado 73,Producto 282
Pedido-2874,Cliente 1357,2024-10-05,1874.51,Cancelado,Empleado 12,Producto 298
Pedido-1541,Cliente 1878,2025-02-04,2998.76,Entregado,Empleado 49,Producto 269
Pedido-95,Cliente 1464,2024-04-26,3358.90,Pendiente,Empleado 54,Producto 195
Pedido-4563,Cliente 1088,2024-08-13,4440.16,Enviado,Empleado 81,Producto 158
Pedido-1595,Cliente 1006,2025-01-17,4304.46,Pendiente,Empleado 14,Producto 128
Pedido-665,Cliente 1037,2024-09-05,3746.15,Pendiente,Empleado 20,Producto 265
Pedido-2093,Cliente 159,2024-12-22,2245.05,Entregado,Empleado 48,Producto 167
Pedido-1267,Cliente 1914,2025-01-14,2717.86,Pendiente,Empleado 50,Producto 112
Pedido-4389,Cliente 768,2024-02-28,793.15,Enviado,Empleado 68,Producto 25
Pedido-1890,Cliente 934,2024-08-20,973.02,Enviado,Empleado 62,Producto 71
Pedido-3767,Cliente 52,2024-12-07,3079.98,Pendiente,Empleado 94,Producto 149
Pedido-4107,Cliente 1279,2024-03-15,3105.42,Pendiente,Empleado 62,Producto 260
Pedido-1806,Cliente 1347,2024-11-08,318.99,Cancelado,Empleado 6,Producto 45
Pedido-943,Cliente 1406,2024-11-23,181.26,Entregado,Empleado 25,Producto 189
Pedido-1707,Cliente 305,2024-09-06,1247.65,Entregado,Empleado 100,Producto 158
Pedido-4715,Cliente 1798,2024-02-28,496.53,Cancelado,Empleado 86,Producto 70
Pedido-858,Cliente 999,2024-05-03,1960.55,Procesado,Empleado 86,Producto 270
Pedido-1878,Cliente 126,2025-02-23,4514.81,Enviado,Empleado 11,Producto 52
Pedido-1142,Cliente 1021,2024-11-01,3346.44,Enviado,Empleado 81,Producto 23
Pedido-58,Cliente 856,2024-10-10,3771.01,Pendiente,Empleado 12,Producto 123
Pedido-4394,Cliente 845,2024-12-18,4438.98,Entregado,Empleado 49,Producto 172
Pedido-3242,Cliente 1834,2025-02-02,4254.81,Pendiente,Empleado 8,Producto 235
Pedido-2365,Cliente 1735,2024-06-13,757.79,Cancelado,Empleado 37,Producto 281
Pedido-3945,Cliente 102,2024-12-11,3064.86,Entregado,Empleado 40,Producto 137
Pedido-4019,Cliente 1286,2024-07-11,1724.16,Entregado,Empleado 34,Producto 121
Pedido-3385,Cliente 1781,2025-01-11,3928.43,Enviado,Empleado 50,Producto 90
Pedido-4427,Cliente 149,2024-10-09,183.88,Entregado,Empleado 36,Producto 126
Pedido-3958,Cliente 191,2024-11-14,569.35,Cancelado,Empleado 42,Producto 227
Pedido-3528,Cliente 704,2024-08-08,4158.66,Enviado,Empleado 51,Producto 258
Pedido-2211,Cliente 1150,2024-12-16,1024.03,Entregado,Empleado 54,Producto 291
Pedido-767,Cliente 793,2024-03-15,2137.67,Enviado,Empleado 59,Producto 77
Pedido-1196,Cliente 1928,2024-07-23,2966.39,Procesado,Empleado 42,Producto 15
Pedido-2637,Cliente 655,2025-01-29,376.58,Enviado,Empleado 65,Producto 26
Pedido-1467,Cliente 915,2024-07-17,3946.34,Cancelado,Empleado 34,Producto 289
Pedido-1565,Cliente 1313,2025-01-08,846.95,Procesado,Empleado 44,Producto 166
Pedido-2765,Cliente 398,2025-02-02,1567.90,Entregado,Empleado 55,Producto 112
Pedido-779,Cliente 950,2025-02-16,880.24,Procesado,Empleado 62,Producto 55
Pedido-206,Cliente 1723,2024-06-27,1382.09,Entregado,Empleado 6,Producto 279
Pedido-3712,Cliente 1382,2024-11-06,1624.59,Cancelado,Empleado 32,Producto 3
Pedido-4048,Cliente 942,2024-08-21,2699.66,Enviado,Empleado 35,Producto 270
Pedido-2358,Cliente 348,2024-12-19,3862.02,Procesado,Empleado 12,Producto 145
Pedido-1688,Cliente 1336,2024-08-25,656.26,Procesado,Empleado 89,Producto 72
Pedido-596,Cliente 1454,2024-06-21,325.26,Entregado,Empleado 63,Producto 164
Pedido-2729,Cliente 1707,2025-01-18,1953.03,Entregado,Empleado 96,Producto 200
Pedido-4934,Cliente 196,2024-08-16,4497.55,Enviado,Empleado 40,Producto 194
Pedido-1597,Cliente 49,2024-03-08,3273.66,Pendiente,Empleado 31,Producto 64
Pedido-1218,Cliente 923,2024-08-04,1374.68,Entregado,Empleado 41,Producto 124
Pedido-4806,Cliente 839,2024-08-05,4672.08,Enviado,Empleado 68,Producto 96
Pedido-4982,Cliente 755,2024-06-05,1355.32,Enviado,Empleado 99,Producto 255
Pedido-3962,Cliente 1009,2025-02-11,1897.54,Cancelado,Empleado 6,Producto 189
Pedido-3663,Cliente 680,2024-05-14,3440.37,Entregado,Empleado 10,Producto 193
Pedido-3518,Cliente 489,2024-10-13,3694.95,Cancelado,Empleado 51,Producto 272
Pedido-4017,Cliente 112,2024-06-08,2510.02,Cancelado,Empleado 82,Producto 6
Pedido-673,Cliente 944,2024-10-24,1454.33,Cancelado,Empleado 32,Producto 278
Pedido-1628,Cliente 1389,2024-11-28,836.06,Cancelado,Empleado 55,Producto 269
Pedido-2434,Cliente 1150,2024-07-04,3510.41,Cancelado,Empleado 39,Producto 261
Pedido-4512,Cliente 46,2024-06-15,272.02,Procesado,Empleado 7,Producto 101
Pedido-1985,Cliente 1791,2024-05-11,2024.17,Pendiente,Empleado 79,Producto 137
Pedido-716,Cliente 1348,2024-10-11,2664.49,Entregado,Empleado 73,Producto 161
Pedido-3906,Cliente 1431,2024-03-12,1822.62,Entregado,Empleado 1,Producto 206
Pedido-974,Cliente 1933,2024-05-30,4004.99,Pendiente,Empleado 4,Producto 63
Pedido-1292,Cliente 1411,2024-10-06,2753.64,Cancelado,Empleado 23,Producto 205
Pedido-413,Cliente 1006,2024-06-05,3249.37,Enviado,Empleado 12,Producto 180
Pedido-2913,Cliente 1716,2024-07-07,1424.92,Enviado,Empleado 36,Producto 202
Pedido-4351,Cliente 1538,2024-07-04,947.80,Entregado,Empleado 50,Producto 247
Pedido-75,Cliente 825,2024-05-20,705.80,Entregado,Empleado 90,Producto 206
Pedido-290,Cliente 1260,2025-02-24,1587.18,Entregado,Empleado 91,Producto 282
Pedido-1729,Cliente 565,2024-08-08,1221.99,Enviado,Empleado 25,Producto 199
Pedido-859,Cliente 1379,2024-08-21,3839.36,Procesado,Empleado 62,Producto 289
Pedido-3445,Cliente 1211,2024-03-28,4161.38,Pendiente,Empleado 18,Producto 262
Pedido-2046,Cliente 141,2024-05-01,3544.06,Procesado,Empleado 69,Producto 231
Pedido-80,Cliente 150,2024-10-31,3640.62,Pendiente,Empleado 69,Producto 14
Pedido-985,Cliente 34,2024-05-14,1748.28,Entregado,Empleado 62,Producto 181
Pedido-1705,Cliente 1777,2024-08-01,1646.23,Entregado,Empleado 51,Producto 27
Pedido-4250,Cliente 1771,2024-04-04,3346.74,Enviado,Empleado 28,Producto 263
Pedido-746,Cliente 59,2024-11-01,4382.32,Entregado,Empleado 13,Producto 185
Pedido-3828,Cliente 1787,2024-04-08,703.51,Procesado,Empleado 37,Producto 228
Pedido-451,Cliente 862,2024-06-30,1592.93,Pendiente,Empleado 71,Producto 269
Pedido-4712,Cliente 315,2024-08-24,3028.92,Enviado,Empleado 12,Producto 9
Pedido-4759,Cliente 1758,2025-02-06,2814.88,Cancelado,Empleado 23,Producto 251
Pedido-1360,Cliente 85,2025-02-01,2977.25,Enviado,Empleado 100,Producto 108
Pedido-730,Cliente 1191,2024-10-03,3421.42,Enviado,Empleado 81,Producto 53
Pedido-4373,Cliente 668,2024-09-05,3111.12,Entregado,Empleado 35,Producto 105
Pedido-610,Cliente 565,2024-11-10,2489.17,Procesado,Empleado 7,Producto 119
Pedido-4166,Cliente 629,2024-12-15,296.15,Enviado,Empleado 82,Producto 275
Pedido-4093,Cliente 1569,2024-03-11,4556.97,Pendiente,Empleado 62,Producto 131
Pedido-1249,Cliente 1997,2024-11-30,568.39,Enviado,Empleado 67,Producto 79
Pedido-2839,Cliente 179,2024-02-26,2701.31,Entregado,Empleado 12,Producto 147
Pedido-2714,Cliente 298,2024-09-07,3223.63,Cancelado,Empleado 42,Producto 147
Pedido-4223,Cliente 362,2024-06-09,4028.70,Pendiente,Empleado 99,Producto 33
Pedido-4875,Cliente 452,2024-07-27,3377.06,Cancelado,Empleado 19,Producto 261
Pedido-1846,Cliente 1053,2024-10-02,3218.28,Cancelado,Empleado 68,Producto 155
Pedido-4041,Cliente 794,2024-12-29,1043.41,Pendiente,Empleado 74,Producto 153
Pedido-4944,Cliente 1354,2024-06-19,4231.50,Cancelado,Empleado 45,Producto 53
Pedido-2064,Cliente 1877,2024-03-11,697.62,Pendiente,Empleado 79,Producto 130
Pedido-2754,Cliente 316,2024-10-20,4135.00,Entregado,Empleado 68,Producto 30
Pedido-2726,Cliente 1814,2024-08-18,2912.71,Entregado,Empleado 42,Producto 32
Pedido-2850,Cliente 325,2024-12-26,3874.49,Pendiente,Empleado 80,Producto 110
Pedido-4832,Cliente 403,2025-01-27,1312.87,Enviado,Empleado 16,Producto 194
Pedido-4155,Cliente 1532,2024-05-24,491.80,Entregado,Empleado 68,Producto 196
Pedido-1231,Cliente 1144,2024-08-28,837.61,Procesado,Empleado 19,Producto 259
Pedido-1726,Cliente 1502,2024-05-11,3433.83,Entregado,Empleado 1,Producto 189
Pedido-4365,Cliente 922,2024-05-16,1898.21,Procesado,Empleado 66,Producto 276
Pedido-4520,Cliente 673,2024-06-18,275.96,Cancelado,Empleado 8,Producto 193
Pedido-2285,Cliente 1790,2024-04-06,528.56,Enviado,Empleado 65,Producto 178
Pedido-4648,Cliente 845,2024-08-21,2839.44,Cancelado,Empleado 14,Producto 72
Pedido-2432,Cliente 1259,2024-10-12,3771.53,Enviado,Empleado 35,Producto 53
Pedido-2028,Cliente 1388,2024-05-03,1309.48,Entregado,Empleado 80,Producto 213
Pedido-116,Cliente 1406,2024-11-17,913.59,Enviado,Empleado 71,Producto 71
Pedido-1647,Cliente 106,2024-05-03,513.14,Entregado,Empleado 59,Producto 27
Pedido-2697,Cliente 266,2024-07-30,3498.50,Cancelado,Empleado 36,Producto 54
Pedido-4259,Cliente 1596,2024-11-13,4109.05,Procesado,Empleado 89,Producto 265
Pedido-2854,Cliente 150,2024-08-07,3310.63,Enviado,Empleado 37,Producto 132
Pedido-1083,Cliente 1662,2024-11-29,4244.97,Procesado,Empleado 71,Producto 221
Pedido-1605,Cliente 97,2024-04-21,2313.28,Cancelado,Empleado 36,Producto 235
Pedido-4764,Cliente 154,2025-02-14,3681.98,Procesado,Empleado 94,Producto 279
Pedido-3956,Cliente 1814,2024-09-05,3413.61,Pendiente,Empleado 74,Producto 248
Pedido-3094,Cliente 324,2024-11-26,4059.94,Pendiente,Empleado 43,Producto 146
Pedido-3558,Cliente 395,2024-04-19,3318.87,Pendiente,Empleado 23,Producto 205
Pedido-812,Cliente 389,2025-02-03,1714.48,Pendiente,Empleado 62,Producto 34
Pedido-1880,Cliente 1546,2024-08-22,3748.53,Pendiente,Empleado 5,Producto 250
Pedido-3351,Cliente 454,2024-08-11,4771.07,Cancelado,Empleado 74,Producto 141
Pedido-703,Cliente 462,2024-11-18,4593.82,Cancelado,Empleado 90,Producto 80
Pedido-3709,Cliente 170,2025-02-08,3527.67,Enviado,Empleado 36,Producto 153
Pedido-4604,Cliente 505,2024-06-13,881.66,Enviado,Empleado 6,Producto 190
Pedido-1256,Cliente 995,2024-10-23,2856.69,Pendiente,Empleado 25,Producto 299
Pedido-2681,Cliente 1522,2024-09-20,1566.08,Entregado,Empleado 94,Producto 211
Pedido-1644,Cliente 1027,2024-05-16,2540.04,Pendiente,Empleado 71,Producto 201
Pedido-4683,Cliente 1194,2025-01-27,3622.51,Entregado,Empleado 13,Producto 10
Pedido-2121,Cliente 586,2024-09-28,4799.68,Pendiente,Empleado 68,Producto 173
Pedido-355,Cliente 1030,2024-07-10,315.75,Entregado,Empleado 31,Producto 141
Pedido-4471,Cliente 1420,2025-02-05,2064.98,Cancelado,Empleado 29,Producto 113
Pedido-3877,Cliente 796,2024-10-24,2153.43,Enviado,Empleado 44,Producto 3
Pedido-3770,Cliente 1902,2024-05-26,4079.20,Pendiente,Empleado 28,Producto 209
Pedido-2429,Cliente 1900,2024-07-14,3213.19,Entregado,Empleado 98,Producto 298
Pedido-3297,Cliente 1146,2024-03-08,4142.67,Entregado,Empleado 80,Producto 46
Pedido-723,Cliente 239,2024-09-30,4412.61,Cancelado,Empleado 34,Producto 174
Pedido-4773,Cliente 472,2024-04-06,2612.97,Cancelado,Empleado 56,Producto 231
Pedido-2201,Cliente 1368,2024-03-05,4923.75,Pendiente,Empleado 29,Producto 271
Pedido-2088,Cliente 965,2024-11-25,255.85,Enviado,Empleado 36,Producto 137
Pedido-4775,Cliente 263,2024-11-11,1653.78,Enviado,Empleado 36,Producto 237
Pedido-2122,Cliente 954,2025-01-11,2739.30,Entregado,Empleado 8,Producto 288
Pedido-1924,Cliente 902,2025-01-28,4290.36,Cancelado,Empleado 4,Producto 276
Pedido-3583,Cliente 1746,2024-03-23,1963.39,Pendiente,Empleado 99,Producto 250
Pedido-2871,Cliente 635,2024-08-08,4044.95,Procesado,Empleado 62,Producto 145
Pedido-764,Cliente 1656,2024-10-29,243.29,Entregado,Empleado 84,Producto 166
Pedido-2087,Cliente 1876,2024-06-30,1139.95,Enviado,Empleado 82,Producto 147
Pedido-866,Cliente 640,2024-05-18,425.59,Cancelado,Empleado 39,Producto 250
Pedido-1259,Cliente 1454,2024-08-29,2864.22,Cancelado,Empleado 4,Producto 98
Pedido-1515,Cliente 1280,2024-07-07,2448.19,Procesado,Empleado 57,Producto 124
Pedido-4496,Cliente 1926,2024-12-08,2744.70,Procesado,Empleado 77,Producto 149
Pedido-2756,Cliente 1689,2024-12-14,3683.25,Enviado,Empleado 86,Producto 137
Pedido-660,Cliente 717,2024-07-17,2642.16,Pendiente,Empleado 59,Producto 231
Pedido-3441,Cliente 389,2024-03-11,2474.61,Enviado,Empleado 26,Producto 178
Pedido-3721,Cliente 1600,2025-01-09,1269.78,Procesado,Empleado 91,Producto 74
Pedido-2459,Cliente 1484,2024-03-18,1934.82,Enviado,Empleado 8,Producto 161
Pedido-2814,Cliente 1120,2024-06-08,297.61,Cancelado,Empleado 69,Producto 245
Pedido-331,Cliente 500,2024-12-11,136.75,Entregado,Empleado 67,Producto 26
Pedido-3686,Cliente 1003,2024-07-01,865.33,Entregado,Empleado 79,Producto 236
Pedido-7,Cliente 1060,2024-05-04,943.59,Enviado,Empleado 55,Producto 274
Pedido-2485,Cliente 1068,2024-12-19,1397.78,Cancelado,Empleado 48,Producto 2
Pedido-1242,Cliente 93,2024-06-08,4026.82,Enviado,Empleado 32,Producto 74
Pedido-3312,Cliente 1604,2024-06-13,4945.04,Enviado,Empleado 55,Producto 163
Pedido-757,Cliente 72,2024-09-23,344.30,Procesado,Empleado 69,Producto 4
Pedido-788,Cliente 1569,2024-09-13,419.75,Entregado,Empleado 66,Producto 33
Pedido-606,Cliente 928,2025-01-16,3347.19,Pendiente,Empleado 41,Producto 285
Pedido-826,Cliente 348,2024-12-23,4893.61,Cancelado,Empleado 84,Producto 43
Pedido-3097,Cliente 1358,2024-10-11,2587.23,Cancelado,Empleado 28,Producto 103
Pedido-3881,Cliente 107,2024-12-11,4254.34,Entregado,Empleado 59,Producto 110
Pedido-947,Cliente 681,2024-05-17,2874.12,Cancelado,Empleado 31,Producto 84
Pedido-623,Cliente 1308,2024-04-04,408.44,Entregado,Empleado 98,Producto 238
Pedido-4137,Cliente 504,2024-05-25,1392.08,Entregado,Empleado 86,Producto 222
Pedido-2975,Cliente 48,2024-12-31,4619.68,Procesado,Empleado 56,Producto 88
Pedido-558,Cliente 1356,2024-05-30,3369.60,Procesado,Empleado 25,Producto 99
Pedido-2067,Cliente 960,2024-04-18,4221.07,Entregado,Empleado 45,Producto 188
Pedido-4383,Cliente 1800,2025-02-10,2099.73,Cancelado,Empleado 6,Producto 208
Pedido-2208,Cliente 1926,2024-07-15,4452.20,Cancelado,Empleado 91,Producto 256
Pedido-2389,Cliente 501,2024-10-25,1345.21,Enviado,Empleado 69,Producto 121
Pedido-4804,Cliente 1179,2024-12-05,2617.30,Enviado,Empleado 27,Producto 212
Pedido-4089,Cliente 1112,2024-05-06,1478.48,Enviado,Empleado 27,Producto 191
Pedido-1308,Cliente 851,2024-03-31,585.62,Entregado,Empleado 12,Producto 85
Pedido-893,Cliente 1304,2024-10-02,2422.12,Procesado,Empleado 7,Producto 174
Pedido-628,Cliente 177,2024-08-17,3170.35,Cancelado,Empleado 29,Producto 81
Pedido-2633,Cliente 580,2025-02-05,2613.00,Procesado,Empleado 44,Producto 52
Pedido-1671,Cliente 825,2024-07-23,3292.70,Pendiente,Empleado 67,Producto 255
Pedido-2415,Cliente 1973,2024-04-02,102.05,Cancelado,Empleado 25,Producto 172
Pedido-577,Cliente 1777,2025-02-22,4973.58,Cancelado,Empleado 40,Producto 169
Pedido-889,Cliente 1736,2024-08-07,3711.75,Procesado,Empleado 44,Producto 150
Pedido-3111,Cliente 926,2024-12-10,3498.84,Enviado,Empleado 77,Producto 300
Pedido-3748,Cliente 348,2024-09-25,3221.99,Entregado,Empleado 41,Producto 57
Pedido-2597,Cliente 1347,2024-08-20,2859.48,Entregado,Empleado 79,Producto 27
Pedido-704,Cliente 854,2024-05-11,1960.19,Pendiente,Empleado 49,Producto 49
Pedido-2827,Cliente 1089,2024-08-13,2546.32,Cancelado,Empleado 6,Producto 169
Pedido-4217,Cliente 1707,2024-08-11,1651.89,Enviado,Empleado 55,Producto 113
Pedido-917,Cliente 651,2024-10-22,2419.72,Procesado,Empleado 20,Producto 116
Pedido-4855,Cliente 1140,2025-02-23,4667.11,Pendiente,Empleado 80,Producto 265
Pedido-2317,Cliente 1472,2024-12-19,778.68,Pendiente,Empleado 65,Producto 140
Pedido-4510,Cliente 1189,2024-07-05,720.85,Cancelado,Empleado 27,Producto 239
Pedido-1544,Cliente 1359,2025-01-28,1240.29,Enviado,Empleado 35,Producto 227
Pedido-3866,Cliente 1710,2024-04-15,4254.34,Cancelado,Empleado 36,Producto 25
Pedido-775,Cliente 1688,2024-10-13,3249.11,Entregado,Empleado 84,Producto 142
Pedido-2954,Cliente 1134,2024-10-23,4473.94,Pendiente,Empleado 80,Producto 118
Pedido-3951,Cliente 677,2024-03-26,1624.85,Enviado,Empleado 51,Producto 204
Pedido-2608,Cliente 1758,2025-01-04,1504.34,Enviado,Empleado 97,Producto 82
Pedido-1124,Cliente 1817,2024-11-27,4504.08,Procesado,Empleado 40,Producto 291
Pedido-2999,Cliente 1452,2024-08-20,3406.41,Cancelado,Empleado 99,Producto 235
Pedido-807,Cliente 844,2024-05-14,401.50,Pendiente,Empleado 91,Producto 147
Pedido-429,Cliente 912,2024-12-06,2864.15,Enviado,Empleado 20,Producto 221
Pedido-401,Cliente 261,2024-08-25,829.36,Procesado,Empleado 49,Producto 105
Pedido-2261,Cliente 329,2024-12-10,2078.13,Pendiente,Empleado 47,Producto 17
Pedido-4968,Cliente 102,2025-02-21,4587.96,Cancelado,Empleado 100,Producto 191
Pedido-2195,Cliente 700,2024-11-24,222.47,Procesado,Empleado 99,Producto 151
Pedido-1731,Cliente 571,2024-10-28,1710.14,Cancelado,Empleado 20,Producto 301
Pedido-437,Cliente 1554,2024-12-06,640.26,Procesado,Empleado 98,Producto 284
Pedido-1330,Cliente 28,2024-09-23,3315.09,Procesado,Empleado 7,Producto 226
Pedido-350,Cliente 1962,2024-12-11,147.76,Entregado,Empleado 1,Producto 107
Pedido-367,Cliente 1078,2025-02-05,4253.07,Enviado,Empleado 71,Producto 275
Pedido-4179,Cliente 1106,2024-03-10,3049.35,Cancelado,Empleado 56,Producto 234
Pedido-627,Cliente 1950,2024-06-11,2675.22,Entregado,Empleado 73,Producto 210
Pedido-1321,Cliente 1809,2024-12-04,3785.00,Cancelado,Empleado 97,Producto 166
Pedido-1042,Cliente 305,2024-12-03,3166.08,Enviado,Empleado 98,Producto 297
Pedido-2413,Cliente 334,2024-05-10,1567.51,Cancelado,Empleado 37,Producto 193
