Nombre de la Empresa,Tipo de Cliente,Ubicacion,Ejecutivo de Cuenta,Volumen de Compra Mensual
Cliente 715,Corporativo,Ubicacion 58,a02aj000008MD5mAAG,35647.36
Cliente 1160,Gobierno,Ubicacion 54,a02aj000008MD5yAAG,35093.60
Cliente 1037,Corporativo,Ubicacion 58,a02aj000008MD5OAAW,8626.22
Cliente 1424,Corporativo,Ubicacion 71,a02aj000008MD5uAAG,10471.05
Cliente 1044,Corporativo,Ubicacion 94,a02aj000008MD6AAAW,41960.72
Cliente 730,Mediana Empresa,Ubicacion 30,a02aj000008MD62AAG,28763.75
Cliente 821,Gobierno,Ubicacion 34,a02aj000008MD6PAAW,44127.24
Cliente 640,Corporativo,Ubicacion 50,a02aj000008MD69AAG,42732.47
Cliente 1073,Corporativo,Ubicacion 47,a02aj000008MD5aAAG,11151.25
Cliente 1710,Gobierno,Ubicacion 41,a02aj000008MD5mAAG,3616.45
Cliente 1809,Corporativo,Ubicacion 48,a02aj000008MD60AAG,33987.43
Cliente 1256,Mediana Empresa,Ubicacion 92,a02aj000008MD6RAAW,2822.75
Cliente 78,Corporativo,Ubicacion 48,a02aj000008MD5IAAW,48206.90
Cliente 1166,Mediana Empresa,Ubicacion 51,a02aj000008MD5wAAG,39174.66
Cliente 125,Corporativo,Ubicacion 92,a02aj000008MD5eAAG,38280.67
Cliente 917,Corporativo,Ubicacion 21,a02aj000008MD6MAAW,7750.53
Cliente 1112,Gobierno,Ubicacion 85,a02aj000008MD5QAAW,13215.53
Cliente 261,Gobierno,Ubicacion 34,a02aj000008MD5FAAW,20297.79
Cliente 385,Mediana Empresa,Ubicacion 99,a02aj000008MD5zAAG,18630.36
Cliente 490,Mediana Empresa,Ubicacion 50,a02aj000008MD6IAAW,6904.79
Cliente 710,Gobierno,Ubicacion 7,a02aj000008MD68AAG,33225.85
Cliente 1406,Gobierno,Ubicacion 93,a02aj000008MD6IAAW,32789.76
Cliente 1910,Corporativo,Ubicacion 71,a02aj000008MD6MAAW,8998.50
Cliente 241,Corporativo,Ubicacion 63,a02aj000008MD6AAAW,26457.39
Cliente 1358,Corporativo,Ubicacion 15,a02aj000008MD5lAAG,44395.37
Cliente 149,Corporativo,Ubicacion 64,a02aj000008MD5XAAW,518.92
Cliente 55,Corporativo,Ubicacion 47,a02aj000008MD6DAAW,12093.96
Cliente 1209,Mediana Empresa,Ubicacion 25,a02aj000008MD5hAAG,15925.62
Cliente 274,Gobierno,Ubicacion 31,a02aj000008MD60AAG,33476.50
Cliente 1078,Corporativo,Ubicacion 35,a02aj000008MD5yAAG,36201.02
Cliente 68,Corporativo,Ubicacion 32,a02aj000008MD5yAAG,24786.24
Cliente 748,Corporativo,Ubicacion 86,a02aj000008MD6HAAW,4786.50
Cliente 1307,Corporativo,Ubicacion 25,a02aj000008MD64AAG,39540.70
Cliente 1882,Corporativo,Ubicacion 70,a02aj000008MD6RAAW,9107.00
Cliente 1126,Corporativo,Ubicacion 89,a02aj000008MD6OAAW,29393.96
Cliente 998,Mediana Empresa,Ubicacion 64,a02aj000008MD6CAAW,12919.00
Cliente 242,Corporativo,Ubicacion 18,a02aj000008MD5WAAW,17192.17
Cliente 188,Mediana Empresa,Ubicacion 72,a02aj000008MD6BAAW,15643.44
Cliente 1705,Mediana Empresa,Ubicacion 2,a02aj000008MD6NAAW,27596.89
Cliente 105,Mediana Empresa,Ubicacion 95,a02aj000008MD5ZAAW,36161.12
Cliente 1779,Mediana Empresa,Ubicacion 12,a02aj000008MD6LAAW,42340.67
Cliente 141,Gobierno,Ubicacion 93,a02aj000008MD5sAAG,2124.26
Cliente 742,Corporativo,Ubicacion 65,a02aj000008MD5YAAW,33153.84
Cliente 1038,Gobierno,Ubicacion 48,a02aj000008MD5IAAW,8611.18
Cliente 664,Corporativo,Ubicacion 54,a02aj000008MD5UAAW,11707.47
Cliente 221,Corporativo,Ubicacion 19,a02aj000008MD5IAAW,7549.50
Cliente 334,Corporativo,Ubicacion 60,a02aj000008MD5IAAW,23953.28
Cliente 419,Mediana Empresa,Ubicacion 57,a02aj000008MD5wAAG,29184.37
Cliente 613,Corporativo,Ubicacion 14,a02aj000008MD5IAAW,40997.24
Cliente 989,Gobierno,Ubicacion 6,a02aj000008MD5XAAW,16003.04
Cliente 460,Mediana Empresa,Ubicacion 21,a02aj000008MD5NAAW,16857.16
Cliente 130,Gobierno,Ubicacion 17,a02aj000008MD5uAAG,29228.80
Cliente 1410,Mediana Empresa,Ubicacion 51,a02aj000008MD5HAAW,49997.13
Cliente 1099,Mediana Empresa,Ubicacion 54,a02aj000008MD5nAAG,3502.78
Cliente 1246,Corporativo,Ubicacion 67,a02aj000008MD5tAAG,16195.74
Cliente 137,Corporativo,Ubicacion 3,a02aj000008MD6IAAW,17381.88
Cliente 593,Gobierno,Ubicacion 7,a02aj000008MD5VAAW,11730.93
Cliente 1388,Corporativo,Ubicacion 76,a02aj000008MD5vAAG,10273.04
Cliente 1789,Corporativo,Ubicacion 30,a02aj000008MD5nAAG,1926.06
Cliente 1150,Mediana Empresa,Ubicacion 91,a02aj000008MD5cAAG,34613.51
Cliente 1813,Corporativo,Ubicacion 70,a02aj000008MD5SAAW,44543.03
Cliente 411,Corporativo,Ubicacion 92,a02aj000008MD5bAAG,24609.81
Cliente 1692,Gobierno,Ubicacion 68,a02aj000008MD5YAAW,23547.03
Cliente 1798,Corporativo,Ubicacion 1,a02aj000008MD61AAG,11341.25
Cliente 528,Corporativo,Ubicacion 71,a02aj000008MD61AAG,37209.82
Cliente 318,Corporativo,Ubicacion 5,a02aj000008MD5dAAG,3338.00
Cliente 1969,Gobierno,Ubicacion 76,a02aj000008MD5dAAG,28732.67
Cliente 367,Mediana Empresa,Ubicacion 88,a02aj000008MD6KAAW,12551.98
Cliente 416,Gobierno,Ubicacion 87,a02aj000008MD5LAAW,40739.47
Cliente 157,Corporativo,Ubicacion 15,a02aj000008MD6KAAW,37382.09
Cliente 1628,Corporativo,Ubicacion 34,a02aj000008MD6IAAW,24286.67
Cliente 927,Corporativo,Ubicacion 83,a02aj000008MD5lAAG,36120.47
Cliente 335,Mediana Empresa,Ubicacion 79,a02aj000008MD5KAAW,37861.58
Cliente 1468,Corporativo,Ubicacion 18,a02aj000008MD5VAAW,45567.16
Cliente 1452,Corporativo,Ubicacion 60,a02aj000008MD5GAAW,49660.86
Cliente 93,Corporativo,Ubicacion 100,a02aj000008MD5wAAG,30137.88
Cliente 127,Corporativo,Ubicacion 10,a02aj000008MD5VAAW,19881.98
Cliente 1115,Corporativo,Ubicacion 59,a02aj000008MD5fAAG,10335.67
Cliente 46,Corporativo,Ubicacion 100,a02aj000008MD5mAAG,17311.46
Cliente 1476,Corporativo,Ubicacion 59,a02aj000008MD6LAAW,13377.54
Cliente 616,Mediana Empresa,Ubicacion 73,a02aj000008MD5yAAG,37153.03
Cliente 611,Gobierno,Ubicacion 25,a02aj000008MD68AAG,42287.35
Cliente 992,Corporativo,Ubicacion 66,a02aj000008MD6CAAW,49923.89
Cliente 1168,Corporativo,Ubicacion 2,a02aj000008MD5FAAW,20859.75
Cliente 1538,Mediana Empresa,Ubicacion 89,a02aj000008MD6LAAW,24903.25
Cliente 1604,Mediana Empresa,Ubicacion 5,a02aj000008MD5iAAG,6195.83
Cliente 1374,Corporativo,Ubicacion 3,a02aj000008MD66AAG,24714.25
Cliente 100,Corporativo,Ubicacion 99,a02aj000008MD6IAAW,17882.89
Cliente 112,Mediana Empresa,Ubicacion 15,a02aj000008MD6IAAW,42988.01
Cliente 1257,Mediana Empresa,Ubicacion 68,a02aj000008MD6NAAW,11668.20
Cliente 107,Mediana Empresa,Ubicacion 2,a02aj000008MD65AAG,27115.75
Cliente 627,Corporativo,Ubicacion 66,a02aj000008MD5oAAG,11850.31
Cliente 1656,Mediana Empresa,Ubicacion 83,a02aj000008MD6QAAW,39210.10
Cliente 932,Gobierno,Ubicacion 86,a02aj000008MD5cAAG,29476.87
Cliente 1296,Corporativo,Ubicacion 3,a02aj000008MD5KAAW,9536.21
Cliente 1449,Mediana Empresa,Ubicacion 89,a02aj000008MD5vAAG,36854.12
Cliente 595,Corporativo,Ubicacion 64,a02aj000008MD5fAAG,11231.76
Cliente 880,Mediana Empresa,Ubicacion 32,a02aj000008MD5kAAG,27214.26
Cliente 1080,Corporativo,Ubicacion 29,a02aj000008MD6NAAW,46953.29
Cliente 1189,Corporativo,Ubicacion 72,a02aj000008MD6DAAW,26889.04
Cliente 1603,Mediana Empresa,Ubicacion 82,a02aj000008MD5XAAW,44879.25
Cliente 553,Mediana Empresa,Ubicacion 1,a02aj000008MD5tAAG,45573.39
Cliente 1742,Gobierno,Ubicacion 17,a02aj000008MD5oAAG,13712.46
Cliente 1235,Corporativo,Ubicacion 5,a02aj000008MD5NAAW,10332.09
Cliente 1306,Corporativo,Ubicacion 82,a02aj000008MD65AAG,47402.41
Cliente 140,Gobierno,Ubicacion 53,a02aj000008MD5WAAW,10154.76
Cliente 829,Corporativo,Ubicacion 2,a02aj000008MD5MAAW,27198.95
Cliente 1433,Corporativo,Ubicacion 93,a02aj000008MD5YAAW,42447.71
Cliente 1889,Corporativo,Ubicacion 94,a02aj000008MD6PAAW,32640.06
Cliente 1303,Mediana Empresa,Ubicacion 80,a02aj000008MD68AAG,28915.30
Cliente 80,Corporativo,Ubicacion 96,a02aj000008MD63AAG,30837.93
Cliente 386,Mediana Empresa,Ubicacion 70,a02aj000008MD5UAAW,26054.68
Cliente 1333,Mediana Empresa,Ubicacion 30,a02aj000008MD6BAAW,22477.96
Cliente 323,Corporativo,Ubicacion 75,a02aj000008MD5cAAG,32842.80
Cliente 301,Corporativo,Ubicacion 57,a02aj000008MD5lAAG,20587.68
Cliente 197,Corporativo,Ubicacion 32,a02aj000008MD6FAAW,1129.34
Cliente 1860,Corporativo,Ubicacion 97,a02aj000008MD5FAAW,27498.37
Cliente 506,Mediana Empresa,Ubicacion 82,a02aj000008MD5VAAW,43737.78
Cliente 158,Gobierno,Ubicacion 64,a02aj000008MD68AAG,27428.76
Cliente 1513,Mediana Empresa,Ubicacion 23,a02aj000008MD6RAAW,29030.77
Cliente 336,Corporativo,Ubicacion 1,a02aj000008MD5QAAW,8844.81
Cliente 1924,Gobierno,Ubicacion 76,a02aj000008MD5WAAW,35982.08
Cliente 12,Corporativo,Ubicacion 95,a02aj000008MD5gAAG,37100.18
Cliente 617,Corporativo,Ubicacion 79,a02aj000008MD6DAAW,26677.69
Cliente 975,Gobierno,Ubicacion 94,a02aj000008MD62AAG,35703.83
Cliente 346,Corporativo,Ubicacion 75,a02aj000008MD5uAAG,40525.01
Cliente 809,Corporativo,Ubicacion 6,a02aj000008MD67AAG,22547.04
Cliente 529,Corporativo,Ubicacion 42,a02aj000008MD5hAAG,25207.89
Cliente 1267,Mediana Empresa,Ubicacion 24,a02aj000008MD5oAAG,38803.16
Cliente 1708,Corporativo,Ubicacion 93,a02aj000008MD5KAAW,28251.78
Cliente 762,Gobierno,Ubicacion 73,a02aj000008MD6PAAW,13911.91
Cliente 1763,Mediana Empresa,Ubicacion 38,a02aj000008MD5YAAW,16634.02
Cliente 1102,Corporativo,Ubicacion 8,a02aj000008MD5mAAG,48506.92
Cliente 633,Gobierno,Ubicacion 61,a02aj000008MD5NAAW,21492.27
Cliente 1000,Corporativo,Ubicacion 100,a02aj000008MD63AAG,11734.12
Cliente 1842,Corporativo,Ubicacion 66,a02aj000008MD5kAAG,19297.57
Cliente 196,Mediana Empresa,Ubicacion 1,a02aj000008MD61AAG,6158.77
Cliente 689,Corporativo,Ubicacion 20,a02aj000008MD5MAAW,19752.29
Cliente 1611,Gobierno,Ubicacion 9,a02aj000008MD5sAAG,40349.35
Cliente 1019,Corporativo,Ubicacion 56,a02aj000008MD5NAAW,9252.51
Cliente 1845,Corporativo,Ubicacion 2,a02aj000008MD5mAAG,37779.56
Cliente 1010,Gobierno,Ubicacion 30,a02aj000008MD5qAAG,23718.91
Cliente 737,Mediana Empresa,Ubicacion 32,a02aj000008MD6KAAW,5604.79
Cliente 236,Gobierno,Ubicacion 74,a02aj000008MD5HAAW,47715.70
Cliente 1927,Mediana Empresa,Ubicacion 49,a02aj000008MD5QAAW,47595.82
Cliente 960,Corporativo,Ubicacion 3,a02aj000008MD5UAAW,9730.46
Cliente 1244,Gobierno,Ubicacion 78,a02aj000008MD68AAG,18905.02
Cliente 1407,Mediana Empresa,Ubicacion 59,a02aj000008MD5gAAG,47947.16
Cliente 1735,Gobierno,Ubicacion 62,a02aj000008MD5GAAW,46826.49
Cliente 1182,Corporativo,Ubicacion 56,a02aj000008MD5LAAW,28950.86
Cliente 1990,Mediana Empresa,Ubicacion 31,a02aj000008MD60AAG,2996.32
Cliente 10,Mediana Empresa,Ubicacion 57,a02aj000008MD6HAAW,12958.58
Cliente 1502,Corporativo,Ubicacion 82,a02aj000008MD5SAAW,13608.16
Cliente 918,Gobierno,Ubicacion 25,a02aj000008MD68AAG,2877.79
Cliente 1558,Mediana Empresa,Ubicacion 11,a02aj000008MD5WAAW,42967.12
Cliente 488,Corporativo,Ubicacion 55,a02aj000008MD6NAAW,6974.58
Cliente 1081,Mediana Empresa,Ubicacion 2,a02aj000008MD6BAAW,48167.25
Cliente 1356,Gobierno,Ubicacion 98,a02aj000008MD5aAAG,47718.14
Cliente 452,Mediana Empresa,Ubicacion 29,a02aj000008MD5FAAW,47208.69
Cliente 1416,Corporativo,Ubicacion 32,a02aj000008MD5kAAG,34104.51
Cliente 1540,Corporativo,Ubicacion 50,a02aj000008MD5wAAG,7393.31
Cliente 1497,Corporativo,Ubicacion 75,a02aj000008MD64AAG,46685.03
Cliente 349,Mediana Empresa,Ubicacion 35,a02aj000008MD5PAAW,9642.73
Cliente 1716,Corporativo,Ubicacion 29,a02aj000008MD5MAAW,43255.39
Cliente 505,Corporativo,Ubicacion 35,a02aj000008MD5jAAG,18551.44
Cliente 1523,Corporativo,Ubicacion 99,a02aj000008MD5bAAG,45943.62
Cliente 1308,Corporativo,Ubicacion 48,a02aj000008MD5ZAAW,43057.57
Cliente 193,Gobierno,Ubicacion 29,a02aj000008MD5KAAW,48591.63
Cliente 717,Corporativo,Ubicacion 99,a02aj000008MD5yAAG,13011.18
Cliente 1526,Corporativo,Ubicacion 100,a02aj000008MD6KAAW,36151.30
Cliente 1327,Corporativo,Ubicacion 30,a02aj000008MD5fAAG,9553.62
Cliente 1505,Gobierno,Ubicacion 92,a02aj000008MD61AAG,18123.87
Cliente 1913,Mediana Empresa,Ubicacion 4,a02aj000008MD6CAAW,27767.28
Cliente 600,Mediana Empresa,Ubicacion 93,a02aj000008MD5gAAG,3957.83
Cliente 726,Corporativo,Ubicacion 50,a02aj000008MD66AAG,27355.46
Cliente 1614,Corporativo,Ubicacion 81,a02aj000008MD6PAAW,40944.14
Cliente 305,Corporativo,Ubicacion 40,a02aj000008MD69AAG,46444.42
Cliente 1522,Corporativo,Ubicacion 51,a02aj000008MD6PAAW,34877.79
Cliente 307,Corporativo,Ubicacion 62,a02aj000008MD6EAAW,14755.68
Cliente 1712,Corporativo,Ubicacion 79,a02aj000008MD5hAAG,38070.05
Cliente 1939,Mediana Empresa,Ubicacion 50,a02aj000008MD6IAAW,8948.52
Cliente 286,Corporativo,Ubicacion 28,a02aj000008MD5nAAG,34761.57
Cliente 102,Mediana Empresa,Ubicacion 69,a02aj000008MD5aAAG,12640.49
Cliente 200,Gobierno,Ubicacion 14,a02aj000008MD5KAAW,35097.93
Cliente 1124,Corporativo,Ubicacion 11,a02aj000008MD63AAG,44875.66
Cliente 1187,Mediana Empresa,Ubicacion 70,a02aj000008MD60AAG,43544.98
Cliente 1702,Mediana Empresa,Ubicacion 24,a02aj000008MD5dAAG,6652.54
Cliente 925,Corporativo,Ubicacion 73,a02aj000008MD5ZAAW,38855.28
Cliente 1565,Corporativo,Ubicacion 76,a02aj000008MD63AAG,11437.24
Cliente 760,Corporativo,Ubicacion 64,a02aj000008MD5KAAW,26510.64
Cliente 1347,Mediana Empresa,Ubicacion 49,a02aj000008MD6OAAW,32123.93
Cliente 181,Corporativo,Ubicacion 62,a02aj000008MD5YAAW,49196.13
Cliente 1488,Mediana Empresa,Ubicacion 67,a02aj000008MD69AAG,28078.04
Cliente 1134,Mediana Empresa,Ubicacion 66,a02aj000008MD6EAAW,15142.81
Cliente 559,Gobierno,Ubicacion 13,a02aj000008MD62AAG,15309.90
Cliente 1353,Gobierno,Ubicacion 12,a02aj000008MD6MAAW,45212.17
Cliente 695,Corporativo,Ubicacion 69,a02aj000008MD6NAAW,35358.69
Cliente 1739,Corporativo,Ubicacion 81,a02aj000008MD5OAAW,17570.26
Cliente 692,Corporativo,Ubicacion 2,a02aj000008MD5sAAG,17219.32
Cliente 1357,Mediana Empresa,Ubicacion 51,a02aj000008MD61AAG,13346.04
Cliente 476,Corporativo,Ubicacion 23,a02aj000008MD5PAAW,780.63
Cliente 525,Mediana Empresa,Ubicacion 80,a02aj000008MD5iAAG,42875.17
Cliente 1,Mediana Empresa,Ubicacion 30,a02aj000008MD6DAAW,44593.94
Cliente 491,Gobierno,Ubicacion 30,a02aj000008MD5mAAG,19091.34
Cliente 1139,Mediana Empresa,Ubicacion 43,a02aj000008MD5mAAG,34192.61
Cliente 1883,Corporativo,Ubicacion 71,a02aj000008MD61AAG,5215.62
Cliente 655,Gobierno,Ubicacion 65,a02aj000008MD5jAAG,2605.49
Cliente 1713,Mediana Empresa,Ubicacion 33,a02aj000008MD5lAAG,27048.13
Cliente 74,Corporativo,Ubicacion 64,a02aj000008MD6IAAW,38237.20
Cliente 868,Mediana Empresa,Ubicacion 29,a02aj000008MD61AAG,12599.81
Cliente 1746,Mediana Empresa,Ubicacion 43,a02aj000008MD6JAAW,32675.94
Cliente 1822,Mediana Empresa,Ubicacion 39,a02aj000008MD6BAAW,35303.76
Cliente 1794,Gobierno,Ubicacion 79,a02aj000008MD5oAAG,9234.98
Cliente 231,Mediana Empresa,Ubicacion 57,a02aj000008MD65AAG,19808.74
Cliente 618,Corporativo,Ubicacion 67,a02aj000008MD5WAAW,11132.01
Cliente 168,Mediana Empresa,Ubicacion 5,a02aj000008MD5tAAG,39623.97
Cliente 1291,Gobierno,Ubicacion 40,a02aj000008MD5bAAG,9103.64
Cliente 725,Mediana Empresa,Ubicacion 16,a02aj000008MD6JAAW,8954.88
Cliente 1181,Corporativo,Ubicacion 73,a02aj000008MD69AAG,8452.35
Cliente 987,Gobierno,Ubicacion 78,a02aj000008MD5SAAW,33267.38
Cliente 122,Corporativo,Ubicacion 1,a02aj000008MD5VAAW,37945.25
Cliente 1931,Corporativo,Ubicacion 64,a02aj000008MD67AAG,3825.36
Cliente 240,Corporativo,Ubicacion 97,a02aj000008MD5rAAG,47958.46
Cliente 1211,Corporativo,Ubicacion 98,a02aj000008MD5xAAG,45168.93
Cliente 1328,Corporativo,Ubicacion 41,a02aj000008MD69AAG,20884.00
Cliente 1085,Corporativo,Ubicacion 97,a02aj000008MD5lAAG,36844.53
Cliente 567,Corporativo,Ubicacion 84,a02aj000008MD6MAAW,13273.02
Cliente 338,Mediana Empresa,Ubicacion 33,a02aj000008MD5QAAW,15079.57
Cliente 90,Corporativo,Ubicacion 26,a02aj000008MD5ZAAW,30616.39
Cliente 1107,Gobierno,Ubicacion 15,a02aj000008MD5qAAG,42262.97
Cliente 177,Mediana Empresa,Ubicacion 60,a02aj000008MD5MAAW,14205.79
Cliente 409,Gobierno,Ubicacion 69,a02aj000008MD5HAAW,21916.88
Cliente 1582,Corporativo,Ubicacion 25,a02aj000008MD5zAAG,46063.64
Cliente 447,Corporativo,Ubicacion 19,a02aj000008MD5vAAG,48571.78
Cliente 1951,Corporativo,Ubicacion 37,a02aj000008MD5aAAG,42860.43
Cliente 1855,Mediana Empresa,Ubicacion 50,a02aj000008MD68AAG,42698.76
Cliente 686,Corporativo,Ubicacion 46,a02aj000008MD5gAAG,13786.62
Cliente 1337,Corporativo,Ubicacion 53,a02aj000008MD5RAAW,26388.94
Cliente 1143,Gobierno,Ubicacion 31,a02aj000008MD6KAAW,38461.30
Cliente 496,Gobierno,Ubicacion 85,a02aj000008MD5kAAG,46027.32
Cliente 682,Corporativo,Ubicacion 77,a02aj000008MD6IAAW,45758.54
Cliente 1856,Gobierno,Ubicacion 15,a02aj000008MD5pAAG,30009.13
Cliente 464,Corporativo,Ubicacion 75,a02aj000008MD61AAG,33299.60
Cliente 578,Gobierno,Ubicacion 99,a02aj000008MD60AAG,17040.19
Cliente 220,Corporativo,Ubicacion 71,a02aj000008MD5zAAG,27367.09
Cliente 38,Mediana Empresa,Ubicacion 91,a02aj000008MD6KAAW,9734.56
Cliente 706,Gobierno,Ubicacion 78,a02aj000008MD5RAAW,34726.45
Cliente 260,Mediana Empresa,Ubicacion 14,a02aj000008MD6IAAW,23399.86
Cliente 1840,Corporativo,Ubicacion 65,a02aj000008MD5iAAG,39524.73
Cliente 1815,Gobierno,Ubicacion 88,a02aj000008MD67AAG,6789.11
Cliente 1814,Gobierno,Ubicacion 2,a02aj000008MD6HAAW,26544.54
Cliente 225,Corporativo,Ubicacion 96,a02aj000008MD5mAAG,24521.98
Cliente 223,Mediana Empresa,Ubicacion 95,a02aj000008MD5IAAW,18818.44
Cliente 893,Gobierno,Ubicacion 16,a02aj000008MD6LAAW,29449.32
Cliente 232,Corporativo,Ubicacion 67,a02aj000008MD5HAAW,41669.93
Cliente 709,Mediana Empresa,Ubicacion 93,a02aj000008MD5fAAG,7329.24
Cliente 1965,Gobierno,Ubicacion 94,a02aj000008MD66AAG,26191.08
Cliente 1915,Corporativo,Ubicacion 98,a02aj000008MD60AAG,14195.82
Cliente 1262,Corporativo,Ubicacion 17,a02aj000008MD5SAAW,31986.47
Cliente 678,Mediana Empresa,Ubicacion 58,a02aj000008MD5oAAG,43546.50
Cliente 96,Corporativo,Ubicacion 98,a02aj000008MD5UAAW,31060.69
Cliente 1682,Gobierno,Ubicacion 25,a02aj000008MD5cAAG,40653.45
Cliente 801,Corporativo,Ubicacion 93,a02aj000008MD5LAAW,5940.64
Cliente 1031,Corporativo,Ubicacion 87,a02aj000008MD5GAAW,40399.61
Cliente 901,Mediana Empresa,Ubicacion 13,a02aj000008MD64AAG,2486.96
Cliente 1158,Corporativo,Ubicacion 98,a02aj000008MD5PAAW,25984.87
Cliente 317,Corporativo,Ubicacion 2,a02aj000008MD5QAAW,4319.18
Cliente 1011,Corporativo,Ubicacion 51,a02aj000008MD5zAAG,32191.47
Cliente 288,Gobierno,Ubicacion 30,a02aj000008MD5xAAG,13905.66
Cliente 218,Gobierno,Ubicacion 51,a02aj000008MD6OAAW,24972.39
Cliente 179,Corporativo,Ubicacion 32,a02aj000008MD5UAAW,20180.21
Cliente 1483,Gobierno,Ubicacion 6,a02aj000008MD64AAG,33629.51
Cliente 300,Corporativo,Ubicacion 68,a02aj000008MD61AAG,49423.78
Cliente 1647,Corporativo,Ubicacion 5,a02aj000008MD68AAG,13291.34
Cliente 244,Gobierno,Ubicacion 53,a02aj000008MD5FAAW,32578.47
Cliente 54,Mediana Empresa,Ubicacion 87,a02aj000008MD5rAAG,10064.47
Cliente 954,Mediana Empresa,Ubicacion 28,a02aj000008MD5iAAG,14502.41
Cliente 145,Gobierno,Ubicacion 24,a02aj000008MD6KAAW,42600.59
Cliente 51,Mediana Empresa,Ubicacion 40,a02aj000008MD68AAG,34017.20
Cliente 778,Gobierno,Ubicacion 41,a02aj000008MD5NAAW,32009.40
Cliente 1310,Corporativo,Ubicacion 10,a02aj000008MD5sAAG,24473.51
Cliente 1697,Corporativo,Ubicacion 45,a02aj000008MD62AAG,26701.87
Cliente 1918,Gobierno,Ubicacion 43,a02aj000008MD6DAAW,18590.67
Cliente 670,Gobierno,Ubicacion 4,a02aj000008MD6EAAW,14523.79
Cliente 644,Corporativo,Ubicacion 75,a02aj000008MD5UAAW,44540.20
Cliente 1232,Corporativo,Ubicacion 24,a02aj000008MD6BAAW,1861.18
Cliente 31,Gobierno,Ubicacion 58,a02aj000008MD5iAAG,27301.96
Cliente 1329,Mediana Empresa,Ubicacion 54,a02aj000008MD6QAAW,12093.67
Cliente 1368,Mediana Empresa,Ubicacion 74,a02aj000008MD66AAG,30085.88
Cliente 89,Corporativo,Ubicacion 83,a02aj000008MD5JAAW,44591.20
Cliente 1224,Mediana Empresa,Ubicacion 21,a02aj000008MD5jAAG,21071.55
Cliente 1695,Gobierno,Ubicacion 74,a02aj000008MD5FAAW,21156.35
Cliente 498,Mediana Empresa,Ubicacion 66,a02aj000008MD5FAAW,13226.39
Cliente 693,Corporativo,Ubicacion 22,a02aj000008MD62AAG,36192.14
Cliente 1173,Mediana Empresa,Ubicacion 83,a02aj000008MD69AAG,26016.97
Cliente 1757,Gobierno,Ubicacion 43,a02aj000008MD5sAAG,27199.99
Cliente 520,Mediana Empresa,Ubicacion 67,a02aj000008MD5rAAG,43205.93
Cliente 1013,Corporativo,Ubicacion 93,a02aj000008MD62AAG,3010.84
Cliente 993,Corporativo,Ubicacion 79,a02aj000008MD6MAAW,23954.91
Cliente 1784,Corporativo,Ubicacion 89,a02aj000008MD5kAAG,36665.54
Cliente 624,Corporativo,Ubicacion 93,a02aj000008MD5sAAG,35823.32
Cliente 363,Corporativo,Ubicacion 62,a02aj000008MD6NAAW,25058.03
Cliente 98,Corporativo,Ubicacion 76,a02aj000008MD6NAAW,29896.92
Cliente 1266,Mediana Empresa,Ubicacion 96,a02aj000008MD6JAAW,24816.98
Cliente 315,Corporativo,Ubicacion 50,a02aj000008MD62AAG,8639.50
Cliente 606,Corporativo,Ubicacion 68,a02aj000008MD67AAG,3074.50
Cliente 539,Corporativo,Ubicacion 56,a02aj000008MD5lAAG,45925.15
Cliente 831,Corporativo,Ubicacion 7,a02aj000008MD69AAG,22254.30
Cliente 235,Gobierno,Ubicacion 75,a02aj000008MD6BAAW,22756.93
Cliente 22,Gobierno,Ubicacion 76,a02aj000008MD6PAAW,1805.44
Cliente 1750,Corporativo,Ubicacion 57,a02aj000008MD5cAAG,48580.33
Cliente 1417,Corporativo,Ubicacion 67,a02aj000008MD5JAAW,47589.67
Cliente 467,Corporativo,Ubicacion 41,a02aj000008MD6RAAW,14540.87
Cliente 1382,Gobierno,Ubicacion 43,a02aj000008MD5qAAG,9179.67
Cliente 1217,Mediana Empresa,Ubicacion 57,a02aj000008MD5pAAG,12901.14
Cliente 812,Corporativo,Ubicacion 32,a02aj000008MD63AAG,37801.59
Cliente 79,Gobierno,Ubicacion 50,a02aj000008MD5MAAW,26932.55
Cliente 1690,Corporativo,Ubicacion 17,a02aj000008MD69AAG,30612.42
Cliente 372,Corporativo,Ubicacion 88,a02aj000008MD6HAAW,4150.39
Cliente 1625,Corporativo,Ubicacion 73,a02aj000008MD5lAAG,35358.45
Cliente 1207,Gobierno,Ubicacion 24,a02aj000008MD5rAAG,31992.46
Cliente 1504,Corporativo,Ubicacion 71,a02aj000008MD5WAAW,29426.49
Cliente 1870,Corporativo,Ubicacion 3,a02aj000008MD5LAAW,21799.62
Cliente 381,Gobierno,Ubicacion 55,a02aj000008MD5eAAG,7571.34
Cliente 1557,Mediana Empresa,Ubicacion 46,a02aj000008MD62AAG,46506.69
Cliente 957,Mediana Empresa,Ubicacion 74,a02aj000008MD64AAG,47253.99
Cliente 500,Corporativo,Ubicacion 6,a02aj000008MD5YAAW,19625.21
Cliente 1841,Gobierno,Ubicacion 27,a02aj000008MD5GAAW,730.16
Cliente 49,Gobierno,Ubicacion 31,a02aj000008MD5bAAG,26345.05
Cliente 1014,Corporativo,Ubicacion 45,a02aj000008MD5wAAG,36119.35
Cliente 1777,Mediana Empresa,Ubicacion 55,a02aj000008MD5tAAG,29470.53
