N̼mero de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-3921,a01aj00000wPw6yAAC,2024-05-01,1409.50,Enviado,a02aj000008MD68AAG,a00aj00000hTgyLAAS
Pedido-4285,a01aj00000wQ3YwAAK,2024-07-05,4436.59,Procesado,a02aj000008MD5cAAG,a00aj00000hTUcIAAW
Pedido-3096,a01aj00000wQ0qgAAC,2025-02-20,4724.74,Pendiente,a02aj000008MD5cAAG,a00aj00000hTUbiAAG
Pedido-1917,a01aj00000wQ3o0AAC,2024-12-29,1678.96,Procesado,a02aj000008MD5PAAW,a00aj00000hTzwnAAC
Pedido-509,a01aj00000wQ3jIAAS,2024-06-14,4225.36,Procesado,a02aj000008MD6AAAW,a00aj00000hTgyPAAS
Pedido-3585,a01aj00000wQ3jqAAC,2025-01-20,3004.68,Enviado,a02aj000008MD5zAAG,a00aj00000hTgyaAAC
Pedido-2900,a01aj00000wPw6rAAC,2024-07-17,4653.64,Entregado,a02aj000008MD5YAAW,a00aj00000hTgyXAAS
Pedido-4547,a01aj00000wQ3rbAAC,2024-09-21,3233.22,Procesado,a02aj000008MD5lAAG,a00aj00000hTzwaAAC
Pedido-44,a01aj00000wQ3u9AAC,2024-05-23,1722.20,Enviado,a02aj000008MD6NAAW,a00aj00000hTzvOAAS
Pedido-4845,a01aj00000wQ3oGAAS,2024-05-25,1832.25,Pendiente,a02aj000008MD6GAAW,a00aj00000hTUbeAAG
Pedido-2265,a01aj00000wQ3s4AAC,2024-08-26,1029.59,Entregado,a02aj000008MD6RAAW,a00aj00000hTUbsAAG
Pedido-2830,a01aj00000wPY7RAAW,2024-02-28,3660.34,Procesado,a02aj000008MD6RAAW,a00aj00000hTgy1AAC
Pedido-2942,a01aj00000wQ3ZNAA0,2024-02-27,1069.21,Entregado,a02aj000008MD67AAG,a00aj00000hTUcqAAG
Pedido-3600,a01aj00000wQ3heAAC,2024-05-26,1632.93,Enviado,a02aj000008MD6NAAW,a00aj00000hTgxtAAC
Pedido-4967,a01aj00000wQ3a8AAC,2024-04-17,2053.05,Enviado,a02aj000008MD6OAAW,a00aj00000hTgy4AAC
Pedido-2009,a01aj00000wQ3o4AAC,2024-07-10,3330.22,Entregado,a02aj000008MD5qAAG,a00aj00000hTUbnAAG
Pedido-2240,a01aj00000wQ3kEAAS,2024-07-28,3931.50,Entregado,a02aj000008MD5JAAW,a00aj00000hTUbzAAG
Pedido-4859,a01aj00000wPw6QAAS,2024-06-19,1834.06,Procesado,a02aj000008MD5VAAW,a00aj00000hTUciAAG
Pedido-3263,a01aj00000wQ3tdAAC,2025-02-21,2274.90,Cancelado,a02aj000008MD5xAAG,a00aj00000hTUcOAAW
Pedido-3329,a01aj00000wQ3uEAAS,2024-06-07,2545.27,Cancelado,a02aj000008MD5iAAG,a00aj00000hTUcLAAW
Pedido-3157,a01aj00000wQ3rIAAS,2024-06-14,1566.60,Procesado,a02aj000008MD5HAAW,a00aj00000hTUcxAAG
Pedido-3701,a01aj00000wQ3jbAAC,2024-09-03,346.13,Cancelado,a02aj000008MD5fAAG,a00aj00000hTgyIAAS
Pedido-3984,a01aj00000wQ3rxAAC,2025-01-28,2553.11,Cancelado,a02aj000008MD5ZAAW,a00aj00000hTgy0AAC
Pedido-2066,a01aj00000wPY7mAAG,2024-12-19,1636.76,Procesado,a02aj000008MD5uAAG,a00aj00000hTzx3AAC
Pedido-2302,a01aj00000wQ3jRAAS,2024-11-25,2685.73,Cancelado,a02aj000008MD5jAAG,a00aj00000hTzvrAAC
Pedido-793,a01aj00000wQ3aBAAS,2024-04-29,4911.97,Enviado,a02aj000008MD5wAAG,a00aj00000hTzwZAAS
Pedido-3462,a01aj00000wQ3rVAAS,2024-05-30,2451.47,Procesado,a02aj000008MD5xAAG,a00aj00000hTUcNAAW
Pedido-778,a01aj00000wPw60AAC,2024-08-20,3308.78,Cancelado,a02aj000008MD66AAG,a00aj00000hTzx3AAC
Pedido-2027,a01aj00000wQ3c2AAC,2024-07-23,112.72,Enviado,a02aj000008MD5XAAW,a00aj00000hTgyAAAS
Pedido-4613,a01aj00000wPw6CAAS,2025-02-08,2533.93,Pendiente,a02aj000008MD6KAAW,a00aj00000hTzvOAAS
Pedido-4162,a01aj00000wQ3qsAAC,2024-06-04,1342.13,Pendiente,a02aj000008MD5YAAW,a00aj00000hTzvdAAC
Pedido-2489,a01aj00000wQ3hWAAS,2024-10-08,1924.43,Cancelado,a02aj000008MD5vAAG,a00aj00000hTUc3AAG
Pedido-3455,a01aj00000wQ3rTAAS,2025-01-02,1641.37,Enviado,a02aj000008MD5XAAW,a00aj00000hTUbrAAG
Pedido-4457,a01aj00000wQ3tXAAS,2025-02-03,2812.15,Cancelado,a02aj000008MD5ZAAW,a00aj00000hTUcWAAW
Pedido-4994,a01aj00000wPw7EAAS,2025-01-21,2115.77,Procesado,a02aj000008MD5WAAW,a00aj00000hTzwwAAC
Pedido-30,a01aj00000wQ3jfAAC,2024-06-23,3894.67,Cancelado,a02aj000008MD5wAAG,a00aj00000hTzvqAAC
Pedido-3747,a01aj00000wQ3dBAAS,2024-10-04,4752.83,Entregado,a02aj000008MD6PAAW,a00aj00000hTUbrAAG
Pedido-1101,a01aj00000wQ3c8AAC,2024-09-06,888.47,Enviado,a02aj000008MD5FAAW,a00aj00000hTzvlAAC
Pedido-883,a01aj00000wQ3sRAAS,2024-05-10,3987.80,Pendiente,a02aj000008MD5LAAW,a00aj00000hTgyXAAS
Pedido-2363,a01aj00000wPw69AAC,2024-04-12,389.50,Cancelado,a02aj000008MD5rAAG,a00aj00000hTzvuAAC
Pedido-4310,a01aj00000wQ3qkAAC,2024-05-16,1608.20,Procesado,a02aj000008MD6AAAW,a00aj00000hTzvkAAC
Pedido-3490,a01aj00000wQ3icAAC,2024-08-17,508.93,Cancelado,a02aj000008MD6AAAW,a00aj00000hTUckAAG
Pedido-1956,a01aj00000wQ3nGAAS,2024-03-15,1926.56,Pendiente,a02aj000008MD5pAAG,a00aj00000hTgy6AAC
Pedido-3859,a01aj00000wQ3naAAC,2024-12-12,1068.88,Procesado,a02aj000008MD5nAAG,a00aj00000hTzw8AAC
Pedido-2247,a01aj00000wQ3opAAC,2024-04-02,3434.64,Enviado,a02aj000008MD5PAAW,a00aj00000hTzvnAAC
Pedido-841,a01aj00000wQ3ZKAA0,2025-01-11,4824.21,Entregado,a02aj000008MD5kAAG,a00aj00000hTzwgAAC
Pedido-2178,a01aj00000wQ3ckAAC,2024-07-10,3158.65,Enviado,a02aj000008MD5SAAW,a00aj00000hTzvrAAC
Pedido-3568,a01aj00000wQ3lWAAS,2024-06-19,3127.07,Pendiente,a02aj000008MD68AAG,a00aj00000hTgyKAAS
Pedido-3579,a01aj00000wQ3srAAC,2024-09-24,4668.80,Cancelado,a02aj000008MD6NAAW,a00aj00000hTzvNAAS
Pedido-2661,a01aj00000wQ3jiAAC,2025-01-21,237.40,Enviado,a02aj000008MD5UAAW,a00aj00000hTgyHAAS
Pedido-4749,a01aj00000wQ3ksAAC,2024-12-24,4414.58,Pendiente,a02aj000008MD5sAAG,a00aj00000hTzvcAAC
Pedido-4233,a01aj00000wQ3qgAAC,2024-09-19,1875.02,Procesado,a02aj000008MD64AAG,a00aj00000hTzvbAAC
Pedido-2753,a01aj00000wQ3jaAAC,2024-11-03,946.91,Procesado,a02aj000008MD5eAAG,a00aj00000hTUc6AAG
Pedido-4025,a01aj00000wPw6rAAC,2025-01-28,2404.80,Procesado,a02aj000008MD6LAAW,a00aj00000hTgyJAAS
Pedido-3270,a01aj00000wQ3hsAAC,2024-09-27,2574.84,Enviado,a02aj000008MD5GAAW,a00aj00000hTzw7AAC
Pedido-2130,a01aj00000wQ3ZQAA0,2024-05-12,890.19,Entregado,a02aj000008MD68AAG,a00aj00000hTgyXAAS
Pedido-19,a01aj00000wQ3a9AAC,2024-10-27,1534.96,Entregado,a02aj000008MD6JAAW,a00aj00000hTgyRAAS
Pedido-718,a01aj00000wQ3cKAAS,2024-08-06,544.28,Enviado,a02aj000008MD6NAAW,a00aj00000hTzvhAAC
Pedido-250,a01aj00000wPY8CAAW,2024-03-13,208.67,Entregado,a02aj000008MD5jAAG,a00aj00000hTUcBAAW
Pedido-2763,a01aj00000wQ3s7AAC,2024-03-25,1930.73,Cancelado,a02aj000008MD5qAAG,a00aj00000hTzvuAAC
Pedido-2867,a01aj00000wQ3dLAAS,2024-05-27,3728.94,Pendiente,a02aj000008MD5gAAG,a00aj00000hTUbgAAG
Pedido-3292,a01aj00000wPY7eAAG,2024-12-19,4183.44,Enviado,a02aj000008MD6PAAW,a00aj00000hTUd1AAG
Pedido-3285,a01aj00000wQ3hQAAS,2024-06-27,1612.77,Entregado,a02aj000008MD6RAAW,a00aj00000hTUc5AAG
Pedido-2967,a01aj00000wPw66AAC,2024-12-27,688.18,Procesado,a02aj000008MD62AAG,a00aj00000hTzw1AAC
Pedido-4342,a01aj00000wQ3s2AAC,2024-06-11,4805.14,Procesado,a02aj000008MD5xAAG,a00aj00000hTUbbAAG
Pedido-4170,a01aj00000wQ3rHAAS,2024-11-22,787.12,Pendiente,a02aj000008MD5WAAW,a00aj00000hTUbWAAW
Pedido-3792,a01aj00000wQ3qnAAC,2024-11-09,4627.19,Entregado,a02aj000008MD60AAG,a00aj00000hTzwlAAC
Pedido-1786,a01aj00000wPw7QAAS,2024-05-22,4711.25,Enviado,a02aj000008MD5IAAW,a00aj00000hTzvZAAS
Pedido-3301,a01aj00000wQ3szAAC,2024-08-29,3778.00,Procesado,a02aj000008MD6NAAW,a00aj00000hTzvlAAC
Pedido-2097,a01aj00000wQ3hQAAS,2025-01-08,246.34,Procesado,a02aj000008MD5IAAW,a00aj00000hTzvoAAC
Pedido-1183,a01aj00000wQ3cpAAC,2024-09-02,2372.74,Enviado,a02aj000008MD5jAAG,a00aj00000hTzwAAAS
Pedido-197,a01aj00000wQ3lZAAS,2024-12-12,122.93,Entregado,a02aj000008MD6RAAW,a00aj00000hTUcuAAG
Pedido-3099,a01aj00000wQ3oZAAS,2024-07-20,3569.39,Procesado,a02aj000008MD5LAAW,a00aj00000hTUcqAAG
Pedido-4840,a01aj00000wQ3geAAC,2024-05-27,2203.16,Procesado,a02aj000008MD5xAAG,a00aj00000hTzwfAAC
Pedido-4567,a01aj00000wQ3cnAAC,2024-05-08,1424.80,Cancelado,a02aj000008MD5oAAG,a00aj00000hTzwzAAC
Pedido-4612,a01aj00000wQ3jOAAS,2024-03-17,3750.92,Cancelado,a02aj000008MD5JAAW,a00aj00000hTgxxAAC
Pedido-2620,a01aj00000wPY8AAAW,2024-08-01,570.50,Pendiente,a02aj000008MD6AAAW,a00aj00000hTgyNAAS
Pedido-1166,a01aj00000wQ3r8AAC,2024-12-04,2662.81,Entregado,a02aj000008MD5ZAAW,a00aj00000hTzwlAAC
Pedido-3257,a01aj00000wQ3cfAAC,2024-10-07,2693.06,Entregado,a02aj000008MD5kAAG,a00aj00000hTzvpAAC
Pedido-1057,a01aj00000wQ3fMAAS,2024-12-21,3206.68,Cancelado,a02aj000008MD66AAG,a00aj00000hTgy7AAC
Pedido-2655,a01aj00000wPY85AAG,2024-05-01,4384.42,Procesado,a02aj000008MD6FAAW,a00aj00000hTzwBAAS
Pedido-4514,a01aj00000wQ3nzAAC,2024-12-16,178.20,Entregado,a02aj000008MD5zAAG,a00aj00000hTgyJAAS
Pedido-3047,a01aj00000wQ3s8AAC,2024-11-25,689.75,Cancelado,a02aj000008MD6BAAW,a00aj00000hTUcDAAW
Pedido-2032,a01aj00000wQ3r1AAC,2024-03-22,2199.81,Entregado,a02aj000008MD67AAG,a00aj00000hTUbyAAG
Pedido-169,a01aj00000wQ3oNAAS,2025-01-13,3817.71,Enviado,a02aj000008MD5zAAG,a00aj00000hTUcfAAG
Pedido-146,a01aj00000wQ3tlAAC,2025-01-01,1237.63,Pendiente,a02aj000008MD5WAAW,a00aj00000hTgyEAAS
Pedido-2521,a01aj00000wPw6qAAC,2024-12-11,2235.97,Procesado,a02aj000008MD5PAAW,a00aj00000hTgxuAAC
Pedido-2091,a01aj00000wQ3rFAAS,2024-12-15,3166.02,Entregado,a02aj000008MD6AAAW,a00aj00000hTzvvAAC
Pedido-3664,a01aj00000wPw6MAAS,2024-11-02,1342.75,Enviado,a02aj000008MD5UAAW,a00aj00000hTgyNAAS
Pedido-2544,a01aj00000wPY83AAG,2024-02-28,3833.42,Enviado,a02aj000008MD5PAAW,a00aj00000hTzvOAAS
Pedido-2564,a01aj00000wQ3tWAAS,2025-01-13,4880.68,Procesado,a02aj000008MD6LAAW,a00aj00000hTzvsAAC
Pedido-1633,a01aj00000wQ3g0AAC,2024-05-09,727.93,Procesado,a02aj000008MD5WAAW,a00aj00000hTgxvAAC
Pedido-2819,a01aj00000wQ3iEAAS,2025-02-15,2981.61,Entregado,a02aj000008MD5lAAG,a00aj00000hTUbYAAW
Pedido-4816,a01aj00000wQ3nSAAS,2024-04-04,2844.12,Entregado,a02aj000008MD63AAG,a00aj00000hTzvkAAC
Pedido-4704,a01aj00000wQ3oPAAS,2024-06-12,2987.86,Entregado,a02aj000008MD5aAAG,a00aj00000hTzvfAAC
Pedido-475,a01aj00000wQ3oBAAS,2024-10-03,4724.24,Enviado,a02aj000008MD5gAAG,a00aj00000hTgyCAAS
Pedido-4068,a01aj00000wQ3u2AAC,2024-11-12,3000.64,Cancelado,a02aj000008MD65AAG,a00aj00000hTgyQAAS
Pedido-1332,a01aj00000wPY7lAAG,2024-11-28,3868.79,Cancelado,a02aj000008MD5GAAW,a00aj00000hTgyGAAS
Pedido-1198,a01aj00000wQ3nvAAC,2025-01-08,508.73,Pendiente,a02aj000008MD5dAAG,a00aj00000hTzwFAAS
Pedido-828,a01aj00000wQ3qbAAC,2024-12-18,4472.56,Cancelado,a02aj000008MD6IAAW,a00aj00000hTUc0AAG
Pedido-1146,a01aj00000wQ3lLAAS,2024-11-20,995.56,Cancelado,a02aj000008MD5SAAW,a00aj00000hTzwUAAS
Pedido-1592,a01aj00000wQ3fDAAS,2024-07-14,821.68,Procesado,a02aj000008MD5pAAG,a00aj00000hTzwtAAC
Pedido-3084,a01aj00000wQ3sAAAS,2024-03-09,3325.23,Entregado,a02aj000008MD5GAAW,a00aj00000hTgxyAAC
Pedido-463,a01aj00000wPY7BAAW,2025-02-14,2425.11,Enviado,a02aj000008MD5xAAG,a00aj00000hTUcPAAW
Pedido-1209,a01aj00000wQ3fzAAC,2024-07-04,3575.22,Cancelado,a02aj000008MD6FAAW,a00aj00000hTUbeAAG
Pedido-4447,a01aj00000wQ3hBAAS,2024-04-07,1628.04,Enviado,a02aj000008MD6HAAW,a00aj00000hTzwZAAS
Pedido-1269,a01aj00000wPw6uAAC,2024-12-23,853.06,Pendiente,a02aj000008MD65AAG,a00aj00000hTzw6AAC
Pedido-1113,a01aj00000wPw7MAAS,2024-04-09,2815.15,Entregado,a02aj000008MD5LAAW,a00aj00000hTzwVAAS
Pedido-697,a01aj00000wQ3rvAAC,2024-10-24,1216.76,Enviado,a02aj000008MD6MAAW,a00aj00000hTUcGAAW
Pedido-3973,a01aj00000wQ3cXAAS,2024-04-12,907.81,Procesado,a02aj000008MD5IAAW,a00aj00000hTUcyAAG
Pedido-4929,a01aj00000wQ3jbAAC,2024-08-26,2815.42,Entregado,a02aj000008MD63AAG,a00aj00000hTUcsAAG
Pedido-131,a01aj00000wPY7aAAG,2024-07-19,2657.62,Cancelado,a02aj000008MD6GAAW,a00aj00000hTzvsAAC
Pedido-1747,a01aj00000wQ3lEAAS,2024-06-01,2913.97,Procesado,a02aj000008MD5XAAW,a00aj00000hTUc6AAG
Pedido-1357,a01aj00000wQ3jpAAC,2024-05-23,1514.37,Pendiente,a02aj000008MD5sAAG,a00aj00000hTUcZAAW
Pedido-4975,a01aj00000wQ3ttAAC,2024-09-20,1088.36,Enviado,a02aj000008MD6MAAW,a00aj00000hTUcZAAW
Pedido-379,a01aj00000wPw7QAAS,2025-02-22,3342.39,Entregado,a02aj000008MD5pAAG,a00aj00000hTUblAAG
Pedido-2934,a01aj00000wPw6cAAC,2024-11-19,1669.68,Procesado,a02aj000008MD5rAAG,a00aj00000hTzvUAAS
Pedido-1397,a01aj00000wQ3cOAAS,2024-12-22,4652.28,Enviado,a02aj000008MD61AAG,a00aj00000hTgyDAAS
Pedido-3908,a01aj00000wQ3qwAAC,2024-11-07,3670.56,Procesado,a02aj000008MD5rAAG,a00aj00000hTzvwAAC
Pedido-4122,a01aj00000wQ3nMAAS,2024-11-23,1702.77,Enviado,a02aj000008MD61AAG,a00aj00000hTzx1AAC
Pedido-4232,a01aj00000wPY7WAAW,2024-10-09,2643.48,Enviado,a02aj000008MD64AAG,a00aj00000hTzvpAAC
Pedido-3076,a01aj00000wQ3ZlAAK,2024-06-29,3363.63,Procesado,a02aj000008MD67AAG,a00aj00000hTzvkAAC
Pedido-40,a01aj00000wQ3iHAAS,2024-07-17,888.00,Procesado,a02aj000008MD5jAAG,a00aj00000hTzwmAAC
Pedido-1771,a01aj00000wQ0qSAAS,2024-08-03,3169.15,Pendiente,a02aj000008MD6LAAW,a00aj00000hTUbmAAG
Pedido-838,a01aj00000wQ3dUAAS,2024-04-06,1426.18,Entregado,a02aj000008MD5LAAW,a00aj00000hTzvxAAC
Pedido-1154,a01aj00000wQ3qZAAS,2024-08-13,2643.01,Procesado,a02aj000008MD5JAAW,a00aj00000hTzvkAAC
Pedido-1401,a01aj00000wQ3c5AAC,2024-04-10,2260.29,Procesado,a02aj000008MD6FAAW,a00aj00000hTgyRAAS
Pedido-2268,a01aj00000wPw7OAAS,2024-11-04,2629.58,Entregado,a02aj000008MD5PAAW,a00aj00000hTgxwAAC
Pedido-190,a01aj00000wQ3rgAAC,2024-11-18,386.33,Pendiente,a02aj000008MD6QAAW,a00aj00000hTzvmAAC
Pedido-4050,a01aj00000wQ3oWAAS,2024-07-10,1016.99,Pendiente,a02aj000008MD5cAAG,a00aj00000hTgyCAAS
Pedido-4211,a01aj00000wQ3l0AAC,2024-11-04,608.20,Procesado,a02aj000008MD6RAAW,a00aj00000hTzwrAAC
Pedido-2724,a01aj00000wQ3lBAAS,2024-04-30,2364.48,Entregado,a02aj000008MD5iAAG,a00aj00000hTUblAAG
Pedido-618,a01aj00000wQ3r6AAC,2024-12-18,270.11,Enviado,a02aj000008MD62AAG,a00aj00000hTgyVAAS
Pedido-2802,a01aj00000wQ3huAAC,2024-09-08,296.48,Procesado,a02aj000008MD6PAAW,a00aj00000hTzwtAAC
Pedido-3743,a01aj00000wQ3nVAAS,2024-11-10,2503.38,Procesado,a02aj000008MD6BAAW,a00aj00000hTUbjAAG
Pedido-4725,a01aj00000wQ3scAAC,2024-08-15,3969.74,Procesado,a02aj000008MD5XAAW,a00aj00000hTUbyAAG
Pedido-4043,a01aj00000wQ3tBAAS,2024-05-09,2826.17,Cancelado,a02aj000008MD6DAAW,a00aj00000hTzx0AAC
Pedido-2213,a01aj00000wQ3uMAAS,2024-06-24,2032.66,Entregado,a02aj000008MD64AAG,a00aj00000hTUcVAAW
Pedido-929,a01aj00000wQ3fDAAS,2024-07-11,2676.34,Entregado,a02aj000008MD5lAAG,a00aj00000hTzwDAAS
Pedido-2139,a01aj00000wQ3tyAAC,2024-06-25,3624.98,Cancelado,a02aj000008MD6DAAW,a00aj00000hTzvvAAC
Pedido-2366,a01aj00000wQ3orAAC,2024-06-10,725.13,Enviado,a02aj000008MD5fAAG,a00aj00000hTgxqAAC
Pedido-4308,a01aj00000wQ3Z3AAK,2024-09-04,3615.60,Enviado,a02aj000008MD6IAAW,a00aj00000hTzwdAAC
Pedido-981,a01aj00000wPw78AAC,2024-10-06,702.97,Procesado,a02aj000008MD6FAAW,a00aj00000hTgyMAAS
Pedido-179,a01aj00000wQ3fSAAS,2024-12-30,2268.63,Entregado,a02aj000008MD6PAAW,a00aj00000hTzvqAAC
Pedido-4740,a01aj00000wPw6EAAS,2024-06-25,1868.79,Enviado,a02aj000008MD6HAAW,a00aj00000hTzwLAAS
Pedido-64,a01aj00000wQ3gZAAS,2024-10-29,1174.00,Procesado,a02aj000008MD6HAAW,a00aj00000hTzwdAAC
Pedido-4791,a01aj00000wQ3qqAAC,2024-08-07,1646.76,Entregado,a02aj000008MD5hAAG,a00aj00000hTzvpAAC
Pedido-3366,a01aj00000wQ3ZZAA0,2024-12-25,505.89,Entregado,a02aj000008MD5YAAW,a00aj00000hTzwIAAS
Pedido-4544,a01aj00000wPY6lAAG,2024-04-30,1883.26,Pendiente,a02aj000008MD5gAAG,a00aj00000hTgyGAAS
Pedido-833,a01aj00000wQ3kLAAS,2024-04-27,4231.37,Enviado,a02aj000008MD6JAAW,a00aj00000hTUcoAAG
Pedido-525,a01aj00000wQ0qxAAC,2024-07-27,4832.26,Cancelado,a02aj000008MD5hAAG,a00aj00000hTzwlAAC
Pedido-4200,a01aj00000wQ3qmAAC,2024-06-11,1561.26,Cancelado,a02aj000008MD5iAAG,a00aj00000hTzvNAAS
Pedido-2796,a01aj00000wQ3kWAAS,2024-04-23,4246.68,Cancelado,a02aj000008MD5cAAG,a00aj00000hTUbjAAG
Pedido-692,a01aj00000wQ3lCAAS,2025-01-28,3767.95,Procesado,a02aj000008MD5YAAW,a00aj00000hTUcOAAW
Pedido-3549,a01aj00000wPY6oAAG,2025-02-14,4488.53,Entregado,a02aj000008MD66AAG,a00aj00000hTzvRAAS
Pedido-3070,a01aj00000wQ3szAAC,2024-08-26,2910.36,Pendiente,a02aj000008MD5rAAG,a00aj00000hTzvoAAC
Pedido-2018,a01aj00000wQ3haAAC,2024-12-26,451.93,Cancelado,a02aj000008MD5iAAG,a00aj00000hTgyJAAS
Pedido-1508,a01aj00000wQ3u6AAC,2024-09-11,3196.46,Cancelado,a02aj000008MD5lAAG,a00aj00000hTzwLAAS
Pedido-2882,a01aj00000wQ3oEAAS,2024-06-25,643.83,Enviado,a02aj000008MD5oAAG,a00aj00000hTUc2AAG
Pedido-3926,a01aj00000wPY83AAG,2024-06-21,3868.05,Pendiente,a02aj000008MD5jAAG,a00aj00000hTgyTAAS
Pedido-4953,a01aj00000wQ3hFAAS,2024-04-13,1990.86,Entregado,a02aj000008MD5fAAG,a00aj00000hTgxuAAC
Pedido-1026,a01aj00000wQ3ftAAC,2024-07-12,2689.11,Entregado,a02aj000008MD5fAAG,a00aj00000hTUcNAAW
Pedido-2707,a01aj00000wQ3hbAAC,2024-03-29,3249.46,Cancelado,a02aj000008MD5OAAW,a00aj00000hTzvdAAC
Pedido-632,a01aj00000wQ3lQAAS,2025-02-03,2218.52,Enviado,a02aj000008MD5JAAW,a00aj00000hTgySAAS
Pedido-4638,a01aj00000wQ0q4AAC,2024-10-06,2811.46,Cancelado,a02aj000008MD6KAAW,a00aj00000hTUbaAAG
Pedido-511,a01aj00000wQ3ivAAC,2025-02-17,1555.01,Enviado,a02aj000008MD5kAAG,a00aj00000hTgxvAAC
Pedido-2003,a01aj00000wPY6rAAG,2025-01-07,3560.00,Procesado,a02aj000008MD5GAAW,a00aj00000hTUc0AAG
Pedido-1229,a01aj00000wQ3k4AAC,2025-01-03,3064.15,Procesado,a02aj000008MD5ZAAW,a00aj00000hTzwAAAS
Pedido-887,a01aj00000wQ3dHAAS,2024-04-28,3130.53,Entregado,a02aj000008MD5HAAW,a00aj00000hTUc6AAG
Pedido-1490,a01aj00000wQ3nuAAC,2024-07-06,2294.15,Cancelado,a02aj000008MD5oAAG,a00aj00000hTUcAAAW
Pedido-4482,a01aj00000wQ3skAAC,2024-12-14,1846.79,Entregado,a02aj000008MD5NAAW,a00aj00000hTUc3AAG
Pedido-1864,a01aj00000wQ3ZfAAK,2025-01-18,188.72,Enviado,a02aj000008MD6RAAW,a00aj00000hTUc6AAG
Pedido-2163,a01aj00000wPw64AAC,2024-03-13,283.12,Procesado,a02aj000008MD5VAAW,a00aj00000hTUblAAG
Pedido-2890,a01aj00000wQ3hWAAS,2024-07-15,2509.95,Cancelado,a02aj000008MD5LAAW,a00aj00000hTgy0AAC
Pedido-1453,a01aj00000wPw6rAAC,2024-06-10,2163.29,Entregado,a02aj000008MD5QAAW,a00aj00000hTzwSAAS
Pedido-4976,a01aj00000wQ3khAAC,2025-01-27,2002.41,Entregado,a02aj000008MD5TAAW,a00aj00000hTgyCAAS
Pedido-965,a01aj00000wQ0q4AAC,2024-03-19,2764.71,Entregado,a02aj000008MD61AAG,a00aj00000hTzx3AAC
Pedido-2562,a01aj00000wPY7kAAG,2024-11-02,1618.75,Pendiente,a02aj000008MD67AAG,a00aj00000hTzwXAAS
Pedido-2992,a01aj00000wQ3cIAAS,2024-04-26,523.09,Procesado,a02aj000008MD5iAAG,a00aj00000hTUbwAAG
Pedido-2874,a01aj00000wPw6nAAC,2024-10-05,1874.51,Cancelado,a02aj000008MD5jAAG,a00aj00000hTUcmAAG
Pedido-1541,a01aj00000wQ3izAAC,2025-02-04,2998.76,Entregado,a02aj000008MD6QAAW,a00aj00000hTzwkAAC
Pedido-95,a01aj00000wQ0qwAAC,2024-04-26,3358.90,Pendiente,a02aj000008MD5GAAW,a00aj00000hTzvtAAC
Pedido-4563,a01aj00000wQ3rbAAC,2024-08-13,4440.16,Enviado,a02aj000008MD5MAAW,a00aj00000hTgy6AAC
Pedido-1595,a01aj00000wQ3hoAAC,2025-01-17,4304.46,Pendiente,a02aj000008MD62AAG,a00aj00000hTUceAAG
Pedido-665,a01aj00000wQ3jNAAS,2024-09-05,3746.15,Pendiente,a02aj000008MD5yAAG,a00aj00000hTgy2AAC
Pedido-2093,a01aj00000wQ3rqAAC,2024-12-22,2245.05,Entregado,a02aj000008MD5kAAG,a00aj00000hTzvbAAC
Pedido-1267,a01aj00000wQ3dUAAS,2025-01-14,2717.86,Pendiente,a02aj000008MD5tAAG,a00aj00000hTgyEAAS
Pedido-4389,a01aj00000wQ3cCAAS,2024-02-28,793.15,Enviado,a02aj000008MD6IAAW,a00aj00000hTgyCAAS
Pedido-1890,a01aj00000wQ3fUAAS,2024-08-20,973.02,Enviado,a02aj000008MD6LAAW,a00aj00000hTzvSAAS
Pedido-3767,a01aj00000wQ3hxAAC,2024-12-07,3079.98,Pendiente,a02aj000008MD5nAAG,a00aj00000hTUbmAAG
Pedido-4107,a01aj00000wQ3cOAAS,2024-03-15,3105.42,Pendiente,a02aj000008MD6LAAW,a00aj00000hTzwnAAC
Pedido-1806,a01aj00000wPw6eAAC,2024-11-08,318.99,Cancelado,a02aj000008MD5oAAG,a00aj00000hTgyVAAS
Pedido-1707,a01aj00000wPw6QAAS,2024-09-06,1247.65,Entregado,a02aj000008MD6EAAW,a00aj00000hTgy6AAC
Pedido-4715,a01aj00000wQ3kMAAS,2024-02-28,496.53,Cancelado,a02aj000008MD5lAAG,a00aj00000hTUczAAG
Pedido-858,a01aj00000wQ3ZOAA0,2024-05-03,1960.55,Procesado,a02aj000008MD5lAAG,a00aj00000hTzvOAAS
Pedido-4394,a01aj00000wQ0qSAAS,2024-12-18,4438.98,Entregado,a02aj000008MD6QAAW,a00aj00000hTUcqAAG
Pedido-3242,a01aj00000wQ3cwAAC,2025-02-02,4254.81,Pendiente,a02aj000008MD5vAAG,a00aj00000hTgy5AAC
Pedido-2365,a01aj00000wPw5yAAC,2024-06-13,757.79,Cancelado,a02aj000008MD6BAAW,a00aj00000hTzwVAAS
Pedido-3945,a01aj00000wPw6WAAS,2024-12-11,3064.86,Entregado,a02aj000008MD5KAAW,a00aj00000hTgxxAAC
Pedido-4019,a01aj00000wQ3ZaAAK,2024-07-11,1724.16,Entregado,a02aj000008MD5SAAW,a00aj00000hTzvNAAS
