Número de Pedido,Cliente,Fecha del Pedido,Monto Total,Estado del Pedido,Ejecutivo Responsable,Producto Comprado
Pedido-2485,Cliente 1068,2024-12-19,1397.78,Cancelado,Empleado 48,"Producto 2, Producto 141, Producto 39"
Pedido-2486,Cliente 291,2024-05-03,3196.71,Pendiente,Empleado 68,"Producto 156, Producto 148, Producto 279"
Pedido-2487,Cliente 579,2024-06-25,4689.2,Enviado,Empleado 64,"Producto 130, Producto 196, Producto 239, Producto 179"
Pedido-2488,Cliente 148,2024-06-24,2280.49,Enviado,Empleado 75,"Producto 105, Producto 242, Producto 90"
Pedido-2489,Cliente 1559,2024-10-08,1924.43,Cancelado,Empleado 8,"Producto 26, Producto 269"
Pedido-2490,Cliente 387,2024-06-28,4654.21,Entregado,Empleado 73,"Producto 5, Producto 71"
Pedido-2491,Cliente 1813,2024-11-26,1018.35,Pendiente,Empleado 61,Producto 74
Pedido-2492,Cliente 1206,2025-01-15,2945.69,Entregado,Empleado 64,"Producto 140, Producto 225, Producto 275"
Pedido-2493,Cliente 1985,2024-11-02,3635.11,Cancelado,Empleado 47,"Producto 62, Producto 252, Producto 7, Producto 55"
Pedido-2494,Cliente 1242,2024-10-16,3948.67,Enviado,Empleado 43,"Producto 130, Producto 166"
Pedido-2495,Cliente 601,2025-01-29,3849.12,Procesado,Empleado 6,"Producto 127, Producto 286, Producto 175, Producto 284, Producto 113"
Pedido-2496,Cliente 480,2024-05-30,2125.55,Entregado,Empleado 46,"Producto 51, Producto 111, Producto 221, Producto 72, Producto 218"
Pedido-2497,Cliente 705,2024-07-02,2805.32,Procesado,Empleado 31,Producto 164
Pedido-2498,Cliente 659,2025-01-28,1966.33,Procesado,Empleado 80,"Producto 172, Producto 43, Producto 49"
Pedido-2499,Cliente 204,2024-12-07,2298.81,Enviado,Empleado 65,"Producto 167, Producto 175, Producto 230, Producto 99"
Pedido-2500,Cliente 1152,2024-07-06,380.42,Cancelado,Empleado 24,"Producto 195, Producto 275, Producto 56, Producto 16, Producto 260"
Pedido-2501,Cliente 1480,2024-07-22,1564.21,Procesado,Empleado 50,"Producto 196, Producto 184, Producto 277"
Pedido-2502,Cliente 1002,2024-06-23,3147.54,Pendiente,Empleado 49,"Producto 183, Producto 249"
Pedido-2503,Cliente 565,2024-12-29,1338.03,Cancelado,Empleado 33,"Producto 40, Producto 247, Producto 109"
Pedido-2504,Cliente 1512,2024-08-01,3987.19,Entregado,Empleado 20,"Producto 205, Producto 85, Producto 188, Producto 212"
Pedido-2505,Cliente 756,2025-02-23,978.97,Cancelado,Empleado 89,"Producto 239, Producto 151"
Pedido-2506,Cliente 1874,2025-01-31,1301.31,Entregado,Empleado 87,Producto 230
Pedido-2507,Cliente 862,2024-05-22,2283.61,Pendiente,Empleado 95,"Producto 125, Producto 91, Producto 273, Producto 208, Producto 63"
Pedido-2508,Cliente 830,2024-08-16,3688.27,Enviado,Empleado 37,"Producto 113, Producto 254, Producto 58"
Pedido-2509,Cliente 1777,2024-05-26,2171.29,Entregado,Empleado 37,"Producto 19, Producto 242, Producto 215"
Pedido-2510,Cliente 563,2024-06-12,1227.02,Enviado,Empleado 59,"Producto 83, Producto 281"
Pedido-2511,Cliente 663,2024-06-25,4671.39,Procesado,Empleado 58,Producto 125
Pedido-2512,Cliente 1195,2024-05-18,1509.82,Procesado,Empleado 47,"Producto 163, Producto 165, Producto 40, Producto 136"
Pedido-2513,Cliente 37,2024-10-16,2073.06,Enviado,Empleado 90,Producto 74
Pedido-2514,Cliente 61,2024-10-08,953.6,Entregado,Empleado 80,"Producto 49, Producto 14"
Pedido-2515,Cliente 1181,2024-09-15,3638.62,Procesado,Empleado 64,"Producto 54, Producto 142, Producto 98"
Pedido-2516,Cliente 835,2024-04-23,188.71,Procesado,Empleado 1,Producto 117
Pedido-2517,Cliente 1538,2024-02-27,2720.15,Procesado,Empleado 88,"Producto 11, Producto 242, Producto 122"
Pedido-2518,Cliente 260,2025-01-25,2131.65,Cancelado,Empleado 76,"Producto 32, Producto 281"
Pedido-2519,Cliente 438,2025-01-02,3063.55,Pendiente,Empleado 94,"Producto 85, Producto 100, Producto 206, Producto 92, Producto 273"
Pedido-2520,Cliente 269,2024-07-17,4060.15,Enviado,Empleado 80,"Producto 64, Producto 49"
Pedido-2521,Cliente 1,2024-12-11,2235.97,Procesado,Empleado 19,"Producto 258, Producto 109, Producto 249, Producto 115, Producto 146"
Pedido-2522,Cliente 1668,2024-06-01,2433.78,Enviado,Empleado 45,"Producto 152, Producto 12"
Pedido-2523,Cliente 978,2024-04-16,3868.51,Entregado,Empleado 67,"Producto 51, Producto 14"
Pedido-2524,Cliente 1688,2024-07-28,2259.92,Pendiente,Empleado 61,"Producto 151, Producto 258"
Pedido-2525,Cliente 1265,2024-03-29,829.65,Procesado,Empleado 32,Producto 131
Pedido-2526,Cliente 1081,2024-05-20,2682.9,Pendiente,Empleado 53,"Producto 98, Producto 157, Producto 250, Producto 219, Producto 15"
Pedido-2527,Cliente 759,2024-06-12,1420.83,Enviado,Empleado 83,"Producto 165, Producto 259, Producto 269, Producto 273"
Pedido-2528,Cliente 1451,2024-11-18,2392.09,Pendiente,Empleado 64,"Producto 174, Producto 277, Producto 134"
Pedido-2529,Cliente 1812,2024-10-21,1639.17,Enviado,Empleado 18,"Producto 205, Producto 23, Producto 300"
Pedido-2530,Cliente 1759,2024-08-04,2034.63,Entregado,Empleado 12,Producto 140
Pedido-2531,Cliente 954,2024-02-27,4451.75,Cancelado,Empleado 3,Producto 53
Pedido-2532,Cliente 1999,2024-06-27,996.89,Pendiente,Empleado 16,"Producto 145, Producto 264, Producto 189, Producto 7, Producto 22"
Pedido-2533,Cliente 179,2024-08-27,2406.26,Procesado,Empleado 2,Producto 211
Pedido-2534,Cliente 251,2024-08-20,3288.38,Cancelado,Empleado 15,Producto 149
Pedido-2535,Cliente 331,2024-07-12,3321.3,Pendiente,Empleado 71,"Producto 27, Producto 232, Producto 98"
Pedido-2536,Cliente 155,2024-07-05,4447.67,Entregado,Empleado 84,"Producto 113, Producto 47, Producto 84"
Pedido-2537,Cliente 459,2025-02-17,436.86,Entregado,Empleado 15,"Producto 296, Producto 62, Producto 254, Producto 138"
Pedido-2538,Cliente 99,2024-11-17,3412.19,Enviado,Empleado 51,"Producto 289, Producto 66"
Pedido-2539,Cliente 1709,2024-05-27,4564.74,Entregado,Empleado 15,Producto 94
Pedido-2540,Cliente 230,2024-12-12,3619.53,Enviado,Empleado 47,"Producto 233, Producto 106"
Pedido-2541,Cliente 1199,2024-12-21,2082.76,Entregado,Empleado 45,"Producto 70, Producto 277, Producto 242, Producto 25, Producto 220"
Pedido-2542,Cliente 852,2024-10-16,1961.97,Enviado,Empleado 80,"Producto 255, Producto 151, Producto 83, Producto 143"
Pedido-2543,Cliente 1440,2024-05-03,484.15,Enviado,Empleado 19,"Producto 41, Producto 56, Producto 172, Producto 169"
Pedido-2544,Cliente 483,2024-02-28,3833.42,Enviado,Empleado 19,"Producto 270, Producto 49"
Pedido-2545,Cliente 124,2024-08-02,4228.4,Enviado,Empleado 75,"Producto 42, Producto 24"
Pedido-2546,Cliente 1627,2024-11-22,3460.42,Enviado,Empleado 56,"Producto 251, Producto 299, Producto 237"
Pedido-2547,Cliente 1541,2024-05-17,786.24,Procesado,Empleado 91,"Producto 219, Producto 253, Producto 221, Producto 181"
Pedido-2548,Cliente 1155,2024-12-30,903.23,Pendiente,Empleado 9,"Producto 231, Producto 265, Producto 187"
Pedido-2549,Cliente 897,2024-11-22,4686.88,Pendiente,Empleado 65,"Producto 138, Producto 180, Producto 60, Producto 279, Producto 259"
Pedido-2550,Cliente 370,2024-08-18,2556.02,Entregado,Empleado 70,Producto 273
Pedido-2551,Cliente 993,2024-12-30,129.25,Pendiente,Empleado 3,Producto 286
Pedido-2552,Cliente 860,2024-05-14,1041.83,Cancelado,Empleado 84,"Producto 237, Producto 30, Producto 261, Producto 108, Producto 126"
Pedido-2553,Cliente 627,2024-04-20,2984.65,Cancelado,Empleado 6,"Producto 33, Producto 92, Producto 294, Producto 42, Producto 182"
Pedido-2554,Cliente 1976,2024-12-31,3217.83,Entregado,Empleado 76,Producto 133
Pedido-2555,Cliente 1127,2024-06-03,3197.8,Procesado,Empleado 30,"Producto 114, Producto 170, Producto 160, Producto 63"
Pedido-2556,Cliente 1113,2024-11-23,3586.06,Procesado,Empleado 78,"Producto 91, Producto 122, Producto 195"
Pedido-2557,Cliente 1051,2024-10-12,4284.21,Cancelado,Empleado 90,"Producto 204, Producto 183, Producto 279, Producto 18"
Pedido-2558,Cliente 992,2024-08-18,4557.7,Enviado,Empleado 21,"Producto 130, Producto 95, Producto 26"
Pedido-2559,Cliente 91,2024-08-03,3987.64,Pendiente,Empleado 45,"Producto 6, Producto 149, Producto 291, Producto 90, Producto 164"
Pedido-2560,Cliente 556,2024-10-17,3663.22,Pendiente,Empleado 83,"Producto 283, Producto 67, Producto 86"
Pedido-2561,Cliente 1437,2024-11-25,4976.73,Pendiente,Empleado 78,"Producto 287, Producto 250, Producto 214"
Pedido-2562,Cliente 776,2024-11-02,1618.75,Pendiente,Empleado 9,Producto 53
Pedido-2563,Cliente 1678,2024-11-28,703.36,Cancelado,Empleado 45,"Producto 173, Producto 147, Producto 134, Producto 253"
Pedido-2564,Cliente 1744,2025-01-13,4880.68,Procesado,Empleado 62,"Producto 127, Producto 159, Producto 188, Producto 65, Producto 152"
Pedido-2565,Cliente 1114,2024-07-19,3586.03,Pendiente,Empleado 54,"Producto 228, Producto 12, Producto 199"
Pedido-2566,Cliente 1474,2024-04-02,1812.15,Entregado,Empleado 27,"Producto 261, Producto 104, Producto 133"
Pedido-2567,Cliente 1945,2024-12-30,4418.6,Procesado,Empleado 6,"Producto 56, Producto 51"
Pedido-2568,Cliente 873,2024-05-11,3324.05,Entregado,Empleado 3,Producto 56
Pedido-2569,Cliente 194,2024-12-10,1070.35,Pendiente,Empleado 34,Producto 105
Pedido-2570,Cliente 346,2024-05-21,4356.26,Pendiente,Empleado 70,"Producto 253, Producto 157, Producto 73"
Pedido-2571,Cliente 613,2024-09-30,795.96,Enviado,Empleado 63,"Producto 289, Producto 280, Producto 297, Producto 187, Producto 167"
Pedido-2572,Cliente 1609,2024-08-05,4279.7,Enviado,Empleado 13,Producto 258
Pedido-2573,Cliente 438,2024-11-01,663.85,Entregado,Empleado 80,"Producto 244, Producto 259, Producto 182, Producto 220, Producto 115"
Pedido-2574,Cliente 1739,2024-07-27,3317.83,Cancelado,Empleado 81,"Producto 45, Producto 284, Producto 207"
Pedido-2575,Cliente 1685,2024-12-21,476.35,Enviado,Empleado 35,Producto 94
Pedido-2576,Cliente 1633,2024-05-24,389.61,Procesado,Empleado 74,"Producto 258, Producto 193"
Pedido-2577,Cliente 660,2024-06-04,4127.43,Procesado,Empleado 23,"Producto 24, Producto 155"
Pedido-2578,Cliente 1008,2025-01-03,1810.85,Cancelado,Empleado 5,"Producto 294, Producto 75"
Pedido-2579,Cliente 55,2024-09-24,630.35,Entregado,Empleado 73,"Producto 112, Producto 251"
Pedido-2580,Cliente 1553,2024-05-20,3096.86,Procesado,Empleado 88,"Producto 106, Producto 289, Producto 126, Producto 300, Producto 213"
Pedido-2581,Cliente 127,2024-03-05,4138.51,Entregado,Empleado 76,Producto 183
Pedido-2582,Cliente 1169,2024-07-02,3619.24,Enviado,Empleado 37,"Producto 111, Producto 190, Producto 42"
Pedido-2583,Cliente 122,2025-02-20,1344.94,Pendiente,Empleado 27,"Producto 281, Producto 277, Producto 46"
Pedido-2584,Cliente 1711,2024-11-20,2523.47,Pendiente,Empleado 13,"Producto 105, Producto 284, Producto 74"
Pedido-2585,Cliente 1570,2024-08-22,747.6,Entregado,Empleado 70,"Producto 23, Producto 122, Producto 207, Producto 288"
Pedido-2586,Cliente 513,2024-09-19,233.29,Procesado,Empleado 76,"Producto 238, Producto 165, Producto 230"
Pedido-2587,Cliente 1619,2024-10-27,4677.83,Cancelado,Empleado 31,Producto 261
Pedido-2588,Cliente 1344,2025-01-13,3928.71,Procesado,Empleado 14,"Producto 79, Producto 102, Producto 196, Producto 175, Producto 108"
Pedido-2589,Cliente 437,2024-04-17,2862.52,Entregado,Empleado 42,"Producto 76, Producto 114, Producto 42, Producto 14, Producto 57"
Pedido-2590,Cliente 1417,2024-09-18,1308.12,Enviado,Empleado 32,"Producto 165, Producto 297, Producto 249"
Pedido-2591,Cliente 982,2024-06-05,2376.73,Entregado,Empleado 32,"Producto 67, Producto 27, Producto 150, Producto 74, Producto 197"
Pedido-2592,Cliente 541,2024-08-29,208.0,Enviado,Empleado 40,"Producto 240, Producto 50, Producto 222, Producto 145, Producto 83"
Pedido-2593,Cliente 1904,2024-12-20,930.64,Entregado,Empleado 36,"Producto 239, Producto 266, Producto 187, Producto 36"
Pedido-2594,Cliente 1228,2025-02-14,3609.26,Entregado,Empleado 8,"Producto 163, Producto 93, Producto 223, Producto 289, Producto 144"
Pedido-2595,Cliente 795,2024-06-11,3699.62,Cancelado,Empleado 22,Producto 126
Pedido-2596,Cliente 1588,2024-12-13,4625.81,Procesado,Empleado 76,"Producto 185, Producto 56"
Pedido-2597,Cliente 1347,2024-08-20,2859.48,Entregado,Empleado 79,"Producto 27, Producto 55, Producto 273"
Pedido-2598,Cliente 988,2024-04-03,4882.49,Procesado,Empleado 36,"Producto 52, Producto 278, Producto 79"
Pedido-2599,Cliente 1266,2024-07-13,4128.45,Procesado,Empleado 26,"Producto 64, Producto 209, Producto 217, Producto 210, Producto 37"
Pedido-2600,Cliente 369,2024-05-07,1953.42,Enviado,Empleado 36,"Producto 89, Producto 78, Producto 116, Producto 300"
Pedido-2601,Cliente 53,2024-04-20,4747.3,Entregado,Empleado 9,"Producto 145, Producto 181, Producto 243, Producto 157, Producto 5"
Pedido-2602,Cliente 1583,2024-08-15,1080.88,Procesado,Empleado 45,Producto 179
Pedido-2603,Cliente 1483,2024-04-29,2184.13,Procesado,Empleado 68,"Producto 182, Producto 175, Producto 283, Producto 287"
Pedido-2604,Cliente 1687,2024-08-27,1146.17,Entregado,Empleado 24,"Producto 288, Producto 204, Producto 36, Producto 6"
Pedido-2605,Cliente 414,2025-01-17,3619.06,Enviado,Empleado 89,"Producto 251, Producto 116, Producto 152"
Pedido-2606,Cliente 1013,2024-11-29,413.98,Entregado,Empleado 7,"Producto 211, Producto 272"
Pedido-2607,Cliente 344,2024-06-29,4590.05,Enviado,Empleado 13,"Producto 133, Producto 267, Producto 120"
Pedido-2608,Cliente 1758,2025-01-04,1504.34,Enviado,Empleado 97,"Producto 82, Producto 263, Producto 141, Producto 76, Producto 248"
Pedido-2609,Cliente 1609,2024-09-06,2344.83,Procesado,Empleado 28,"Producto 106, Producto 82"
Pedido-2610,Cliente 1194,2025-01-25,2065.09,Enviado,Empleado 26,"Producto 281, Producto 105, Producto 176, Producto 287"
Pedido-2611,Cliente 198,2025-01-01,3677.99,Enviado,Empleado 25,"Producto 166, Producto 115, Producto 136, Producto 61, Producto 95"
Pedido-2612,Cliente 1886,2025-02-13,3031.14,Enviado,Empleado 91,"Producto 116, Producto 157, Producto 204"
Pedido-2613,Cliente 276,2024-04-02,4369.43,Procesado,Empleado 16,"Producto 8, Producto 108, Producto 56, Producto 37"
Pedido-2614,Cliente 1389,2024-10-27,949.72,Procesado,Empleado 20,"Producto 110, Producto 21, Producto 25, Producto 61, Producto 274"
Pedido-2615,Cliente 1499,2024-11-26,682.99,Entregado,Empleado 32,"Producto 71, Producto 298, Producto 180, Producto 275, Producto 235"
Pedido-2616,Cliente 732,2024-07-11,3882.57,Cancelado,Empleado 92,"Producto 2, Producto 274, Producto 259, Producto 224"
Pedido-2617,Cliente 1600,2025-01-30,825.88,Entregado,Empleado 9,Producto 159
Pedido-2618,Cliente 1435,2024-05-16,713.0,Pendiente,Empleado 41,"Producto 66, Producto 182"
Pedido-2619,Cliente 1039,2024-07-19,2692.12,Enviado,Empleado 76,Producto 231
Pedido-2620,Cliente 820,2024-08-01,570.5,Pendiente,Empleado 65,Producto 16
Pedido-2621,Cliente 577,2024-05-24,2994.22,Entregado,Empleado 82,"Producto 290, Producto 34"
Pedido-2622,Cliente 816,2025-01-29,3682.48,Procesado,Empleado 15,"Producto 163, Producto 218, Producto 72, Producto 231, Producto 154"
Pedido-2623,Cliente 544,2025-01-20,4051.01,Cancelado,Empleado 48,Producto 130
Pedido-2624,Cliente 1320,2024-11-03,981.4,Entregado,Empleado 76,"Producto 70, Producto 132"
Pedido-2625,Cliente 166,2024-05-09,1182.47,Cancelado,Empleado 72,"Producto 68, Producto 255, Producto 278, Producto 89, Producto 71"
Pedido-2626,Cliente 1399,2024-03-05,465.81,Pendiente,Empleado 5,Producto 125
Pedido-2627,Cliente 366,2024-03-04,1231.31,Entregado,Empleado 18,"Producto 77, Producto 248, Producto 253, Producto 274"
Pedido-2628,Cliente 1334,2024-05-10,3915.59,Entregado,Empleado 90,"Producto 267, Producto 18, Producto 158, Producto 254, Producto 44"
Pedido-2629,Cliente 1162,2024-06-16,4357.05,Pendiente,Empleado 27,Producto 140
Pedido-2630,Cliente 345,2024-09-08,3532.52,Cancelado,Empleado 59,Producto 280
Pedido-2631,Cliente 1644,2024-11-20,921.98,Enviado,Empleado 16,"Producto 35, Producto 152, Producto 99, Producto 209, Producto 117"
Pedido-2632,Cliente 268,2024-09-04,4201.06,Cancelado,Empleado 34,"Producto 280, Producto 240, Producto 147, Producto 120, Producto 112"
Pedido-2633,Cliente 580,2025-02-05,2613.0,Procesado,Empleado 44,"Producto 52, Producto 8, Producto 292"
Pedido-2634,Cliente 443,2024-05-24,3609.57,Procesado,Empleado 19,"Producto 84, Producto 159, Producto 219, Producto 233"
Pedido-2635,Cliente 37,2024-04-28,4518.12,Procesado,Empleado 59,"Producto 71, Producto 144, Producto 113, Producto 74"
Pedido-2636,Cliente 1885,2024-08-10,839.87,Pendiente,Empleado 47,"Producto 211, Producto 92"
Pedido-2637,Cliente 655,2025-01-29,376.58,Enviado,Empleado 65,"Producto 26, Producto 55, Producto 141"
Pedido-2638,Cliente 358,2025-02-14,2666.12,Enviado,Empleado 80,"Producto 120, Producto 160"
Pedido-2639,Cliente 1585,2024-12-10,3263.27,Pendiente,Empleado 95,"Producto 220, Producto 197, Producto 74"
Pedido-2640,Cliente 1400,2024-03-07,4166.01,Procesado,Empleado 92,"Producto 269, Producto 183, Producto 143, Producto 122, Producto 189"
Pedido-2641,Cliente 695,2024-09-23,4024.74,Procesado,Empleado 49,"Producto 42, Producto 103, Producto 67, Producto 208, Producto 142"
Pedido-2642,Cliente 485,2024-03-09,167.31,Entregado,Empleado 81,Producto 176
Pedido-2643,Cliente 831,2024-06-10,2277.41,Entregado,Empleado 81,"Producto 58, Producto 135, Producto 301, Producto 28, Producto 41"
Pedido-2644,Cliente 1617,2024-09-08,4599.72,Procesado,Empleado 9,"Producto 152, Producto 82, Producto 270, Producto 273"
Pedido-2645,Cliente 1183,2024-09-07,1796.95,Cancelado,Empleado 74,"Producto 97, Producto 9, Producto 126"
Pedido-2646,Cliente 1460,2024-08-13,4391.75,Enviado,Empleado 54,Producto 80
Pedido-2647,Cliente 992,2024-11-01,4289.3,Entregado,Empleado 87,"Producto 34, Producto 136, Producto 162, Producto 270, Producto 21"
Pedido-2648,Cliente 1348,2024-06-14,3456.2,Procesado,Empleado 80,"Producto 261, Producto 19"
Pedido-2649,Cliente 1720,2025-01-24,2927.0,Enviado,Empleado 55,"Producto 39, Producto 163, Producto 135"
Pedido-2650,Cliente 1628,2024-08-05,3080.15,Cancelado,Empleado 23,"Producto 225, Producto 222"
Pedido-2651,Cliente 1809,2024-11-07,1511.56,Cancelado,Empleado 61,"Producto 213, Producto 142, Producto 282, Producto 124"
Pedido-2652,Cliente 235,2024-04-05,808.97,Enviado,Empleado 88,"Producto 238, Producto 104, Producto 24, Producto 280"
Pedido-2653,Cliente 144,2024-05-09,1285.26,Enviado,Empleado 63,"Producto 51, Producto 203, Producto 143, Producto 184"
Pedido-2654,Cliente 544,2024-07-27,3289.07,Entregado,Empleado 48,"Producto 202, Producto 124, Producto 207"
Pedido-2655,Cliente 1490,2024-05-01,4384.42,Procesado,Empleado 55,"Producto 76, Producto 267, Producto 126, Producto 259"
Pedido-2656,Cliente 1676,2024-06-10,191.84,Cancelado,Empleado 98,Producto 191
Pedido-2657,Cliente 1572,2024-06-28,4430.19,Pendiente,Empleado 6,"Producto 224, Producto 243, Producto 278, Producto 116, Producto 48"
Pedido-2658,Cliente 102,2025-02-01,1774.34,Cancelado,Empleado 57,"Producto 78, Producto 172, Producto 268, Producto 70"
Pedido-2659,Cliente 1293,2024-06-14,1209.01,Cancelado,Empleado 4,"Producto 66, Producto 171"
Pedido-2660,Cliente 1336,2024-11-05,4169.01,Procesado,Empleado 79,"Producto 259, Producto 76"
Pedido-2661,Cliente 241,2025-01-21,237.4,Enviado,Empleado 5,"Producto 214, Producto 9, Producto 110"
Pedido-2662,Cliente 387,2024-10-07,3475.97,Procesado,Empleado 65,Producto 200
Pedido-2663,Cliente 1216,2024-04-14,4290.47,Pendiente,Empleado 49,Producto 23
Pedido-2664,Cliente 603,2024-11-01,2066.06,Enviado,Empleado 48,"Producto 280, Producto 86, Producto 49, Producto 148, Producto 22"
Pedido-2665,Cliente 946,2024-03-27,1897.95,Cancelado,Empleado 55,"Producto 129, Producto 65, Producto 105, Producto 246"
Pedido-2666,Cliente 1656,2024-04-27,973.72,Procesado,Empleado 62,"Producto 5, Producto 286, Producto 296, Producto 6, Producto 17"
Pedido-2667,Cliente 494,2024-05-03,3102.16,Cancelado,Empleado 39,Producto 252
Pedido-2668,Cliente 607,2024-08-17,3721.03,Entregado,Empleado 21,"Producto 106, Producto 74"
Pedido-2669,Cliente 113,2024-03-29,1445.08,Cancelado,Empleado 81,"Producto 88, Producto 27, Producto 284"
Pedido-2670,Cliente 325,2025-01-02,3233.64,Procesado,Empleado 97,Producto 8
Pedido-2671,Cliente 460,2025-02-12,4171.82,Enviado,Empleado 77,"Producto 34, Producto 129, Producto 98, Producto 216, Producto 295"
Pedido-2672,Cliente 15,2024-09-12,1161.51,Cancelado,Empleado 85,"Producto 67, Producto 13, Producto 252"
Pedido-2673,Cliente 1948,2024-08-19,3910.32,Cancelado,Empleado 90,"Producto 107, Producto 54, Producto 110"
Pedido-2674,Cliente 1623,2024-12-02,932.6,Cancelado,Empleado 37,"Producto 246, Producto 118, Producto 230, Producto 216, Producto 234"
Pedido-2675,Cliente 481,2024-07-10,3239.44,Procesado,Empleado 72,"Producto 54, Producto 254, Producto 229, Producto 5, Producto 269"
Pedido-2676,Cliente 1566,2024-12-04,3698.43,Cancelado,Empleado 54,"Producto 23, Producto 107"
Pedido-2677,Cliente 101,2025-02-19,980.14,Pendiente,Empleado 1,"Producto 109, Producto 289, Producto 139, Producto 18, Producto 55"
Pedido-2678,Cliente 890,2024-06-18,2269.52,Entregado,Empleado 36,Producto 114
Pedido-2679,Cliente 1686,2024-08-17,3164.48,Cancelado,Empleado 55,"Producto 262, Producto 125, Producto 49"
Pedido-2680,Cliente 1113,2024-06-22,1444.62,Pendiente,Empleado 9,"Producto 99, Producto 258, Producto 144, Producto 32, Producto 83"
Pedido-2681,Cliente 1522,2024-09-20,1566.08,Entregado,Empleado 94,"Producto 211, Producto 221"
Pedido-2682,Cliente 882,2024-06-25,4263.04,Entregado,Empleado 68,"Producto 245, Producto 207, Producto 246, Producto 76"
Pedido-2683,Cliente 761,2024-04-02,3745.89,Pendiente,Empleado 20,"Producto 146, Producto 148"
Pedido-2684,Cliente 1102,2024-10-02,2088.37,Procesado,Empleado 84,Producto 99
Pedido-2685,Cliente 375,2024-09-04,651.2,Enviado,Empleado 18,"Producto 84, Producto 298"
Pedido-2686,Cliente 1504,2024-03-28,2657.22,Procesado,Empleado 15,Producto 289
Pedido-2687,Cliente 786,2025-01-29,1829.98,Pendiente,Empleado 87,Producto 84
Pedido-2688,Cliente 1742,2024-10-15,4865.42,Procesado,Empleado 32,"Producto 22, Producto 149, Producto 75, Producto 197, Producto 286"
Pedido-2689,Cliente 1334,2024-12-24,4309.51,Cancelado,Empleado 24,"Producto 36, Producto 27, Producto 116"
Pedido-2690,Cliente 252,2024-09-25,3857.65,Enviado,Empleado 57,"Producto 21, Producto 236, Producto 215"
Pedido-2691,Cliente 1822,2024-11-24,2545.55,Entregado,Empleado 43,"Producto 162, Producto 98, Producto 145, Producto 110"
Pedido-2692,Cliente 1476,2024-10-05,2315.16,Entregado,Empleado 67,"Producto 180, Producto 233, Producto 23"
Pedido-2693,Cliente 1451,2024-07-22,1227.16,Enviado,Empleado 14,"Producto 282, Producto 61, Producto 258"
Pedido-2694,Cliente 1455,2024-03-26,511.06,Pendiente,Empleado 86,"Producto 284, Producto 8"
Pedido-2695,Cliente 1884,2024-05-23,3344.48,Pendiente,Empleado 100,"Producto 115, Producto 218, Producto 10, Producto 86, Producto 51"
Pedido-2696,Cliente 1789,2024-09-18,1476.46,Entregado,Empleado 20,"Producto 64, Producto 231"
Pedido-2697,Cliente 266,2024-07-30,3498.5,Cancelado,Empleado 36,"Producto 54, Producto 5"
Pedido-2698,Cliente 1673,2024-09-22,3234.43,Cancelado,Empleado 47,"Producto 87, Producto 114, Producto 243"
Pedido-2699,Cliente 1661,2024-12-11,2539.71,Procesado,Empleado 69,"Producto 209, Producto 59, Producto 217, Producto 139"
Pedido-2700,Cliente 656,2024-05-04,3525.77,Entregado,Empleado 17,"Producto 197, Producto 49"
Pedido-2701,Cliente 834,2024-12-14,3576.39,Procesado,Empleado 60,"Producto 117, Producto 208"
Pedido-2702,Cliente 168,2024-09-01,1199.98,Pendiente,Empleado 86,"Producto 90, Producto 164"
Pedido-2703,Cliente 127,2024-08-05,2756.12,Cancelado,Empleado 87,"Producto 150, Producto 175, Producto 246"
Pedido-2704,Cliente 1246,2024-07-09,2401.48,Procesado,Empleado 53,"Producto 115, Producto 118, Producto 149, Producto 139"
Pedido-2705,Cliente 655,2024-06-02,1737.93,Pendiente,Empleado 92,Producto 131
Pedido-2706,Cliente 1208,2024-10-18,4215.98,Entregado,Empleado 69,"Producto 287, Producto 280"
Pedido-2707,Cliente 1475,2024-03-29,3249.46,Cancelado,Empleado 1,"Producto 88, Producto 211, Producto 192, Producto 296"
Pedido-2708,Cliente 1144,2024-08-05,143.36,Entregado,Empleado 17,Producto 299
Pedido-2709,Cliente 81,2024-10-03,1860.05,Pendiente,Empleado 8,Producto 168
Pedido-2710,Cliente 1620,2024-12-20,1260.42,Procesado,Empleado 15,"Producto 230, Producto 124, Producto 198"
Pedido-2711,Cliente 1724,2024-07-18,4858.15,Entregado,Empleado 3,"Producto 181, Producto 27, Producto 127, Producto 169"
Pedido-2712,Cliente 1574,2025-02-22,1970.2,Enviado,Empleado 52,"Producto 299, Producto 271, Producto 64, Producto 31"
Pedido-2713,Cliente 1780,2025-01-02,1444.34,Enviado,Empleado 5,Producto 20
Pedido-2714,Cliente 298,2024-09-07,3223.63,Cancelado,Empleado 42,"Producto 147, Producto 254, Producto 293, Producto 83"
Pedido-2715,Cliente 1395,2024-10-10,1624.82,Procesado,Empleado 67,Producto 80
Pedido-2716,Cliente 1806,2024-11-17,2634.38,Procesado,Empleado 99,"Producto 228, Producto 254"
Pedido-2717,Cliente 2,2024-08-27,4213.89,Cancelado,Empleado 4,"Producto 96, Producto 33"
Pedido-2718,Cliente 1696,2024-04-09,553.63,Enviado,Empleado 90,Producto 217
Pedido-2719,Cliente 919,2024-11-11,147.82,Cancelado,Empleado 42,"Producto 93, Producto 44, Producto 6"
Pedido-2720,Cliente 726,2024-08-27,4071.32,Procesado,Empleado 4,"Producto 40, Producto 137, Producto 86"
